propensao,nome,cnpj,porte,bairro,endereco,idade_anos,unidades,arquetipo,tel_1,tel_1_tipo,tel_1_whatsapp,tel_1_corrigido,tel_2,tel_2_tipo,tel_2_whatsapp,email
0.7920,MAXXIMUS IMPLANTES,14.238.868/0001-39,ME,ASA NORTE,"SETOR SDN - CNB, SN, CONJ  A                   SALA  6035, ASA NORTE, CEP 70077900, Brasilia/DF",15,1,especialista_alto_ticket,(61) 3033-5995,fixo,+556130335995,,,,,maxximusimplantes@gmail.com
0.7910,CREDENT-CLINICA DE REABILITACAO ESTETICA DENTARIA LTDA,72.582.463/0001-10,EPP,ASA SUL,"SHLS QUADRA 716 CONJUNTO L BLOCO I SALA, 202, ASA SUL, CEP 70390700, Brasilia/DF",32,1,especialista_alto_ticket,(61) 3346-7091,fixo,+556133467091,,(61) 9 9674-1779,celular,+5561996741779,credent@uol.com.br
0.7910,DENTAIRE - ODONTOLOGIA ESTETICA AVANCADA,00.141.891/0001-04,DEMAIS,ASA NORTE,"SETOR SC/NORTE, QUADRA 02, BLOCO D, ENTRADA B, S/N, SALAS 516 E 517, ASA NORTE, CEP 70712903, Brasilia/DF",32,1,especialista_alto_ticket,(61) 3328-6066,fixo,+556133286066,,,,,
0.7910,ORTHOS ODONTOLOGIA LTDA,03.046.009/0001-21,EPP,ASA NORTE,"SETOR SD/NORTE CONJUNTO A SALAS 6023, 6025 E 2027, S/N, ASA NORTE, CEP 70077900, Brasilia/DF",27,1,especialista_alto_ticket,(61) 3901-2000,fixo,+556139012000,,,,,
0.7910,ORTOBRASILIA ORTODONTIA S/S LTDA,04.507.212/0001-10,EPP,ASA NORTE,"QUADRA SCN QUADRA 05 BLOCO A, 50, SALA  906 E 907           ANDAR 9 TORRE SUL, ASA NORTE, CEP 70715900, Brasilia/DF",25,1,especialista_alto_ticket,(61) 9 9868-3904,celular,+5561998683904,sim,,,,ortobrasilia@gmail.com
0.7910,ERTTY ORTODONTIA,03.677.835/0001-79,EPP,LAGO SUL,"SHI/SUL C.L. QI 07 BLOCO C, 71, SLS 103,104,105 E 106, LAGO SUL, CEP 71615205, Brasilia/DF",26,1,especialista_alto_ticket,(06) 1248-0859,fixo,+550612480859,,,,,
0.7885,RUSTON DIAS ODONTOLOGIA PREMIUM,11.016.753/0001-01,EPP,TAGUATINGA CENTRO,"QUADRA CSB 02 LOTES 01/04 - SALA 917 E 919, S/N, TAGUATINGA CENTRO, CEP 72015901, Brasilia/DF",17,1,especialista_alto_ticket,(61) 9 8182-5689,celular,+5561981825689,sim,,,,clinicaimplanta@gmail.com
0.7885,REDE ODONTO,15.013.516/0001-48,DEMAIS,SETOR HOSPITALAR (PLANALTINA),"SETOR HOSPITALAR, SN,       SHD PROJ H          SALA  202 204 206 208 210       E 212 CENTRO, SETOR HOSPITALAR (PLANALTINA), CEP 73310000, Brasilia/DF",14,1,especialista_alto_ticket,(61) 9 8112-6023,celular,+5561981126023,sim,,,,
0.7880,IOE INSTITUTO DE ODONTOLOGIA ESPECIALIZADA,08.923.158/0001-45,DEMAIS,ASA NORTE,"SETOR STN, 30, CONJ  O CONSULTORIOS            220 E 222, ASA NORTE, CEP 70770911, Brasilia/DF",19,1,clinica_institucional,(61) 3349-5659,fixo,+556133495659,,,,,ioe_odontologia@hotmail.com
0.7880,DENTAL DESIGN,08.963.430/0001-10,DEMAIS,ASA NORTE,"QUADRA SQN 212 BLOCO K, 612, ASA NORTE, CEP 70864110, Brasilia/DF",19,1,clinica_institucional,(61) 3322-0002,fixo,+556133220002,,,,,totalodonto111@gmail.com
0.7880,LOE,05.313.098/0001-50,EPP,ASA SUL,"SETOR SRTVS QUADRA 701 CONJUNTO L, 38, BLOCO 01                  SALA  129 E 131, ASA SUL, CEP 70340906, Brasilia/DF",23,1,clinica_institucional,(61) 3131-3131,fixo,+556131313131,,,,,loeadm4@gmail.com
0.7880,IORR - INSTITUTO ODONTOLOGICO ROCHA RAMOS,04.671.937/0001-40,EPP,ASA SUL,"SETOR SAU/SUL QUADRA 3 BLOCO C SALAS 203 A 208 E 209PARTE A, 22, ASA SUL, CEP 70070030, Brasilia/DF",24,1,clinica_institucional,(61) 3224-0931,fixo,+556132240931,,,,,iorrdf@gmail.com
0.7880,IMPLANT & ART ODONTOLOGICA ESPECIALIZADA,11.878.512/0001-71,ME,ASA NORTE,"SETOR COMERCIAL NORTE  QDA 05 BLOCO A, 50,       SALA 327, ASA NORTE, CEP 70715900, Brasilia/DF",16,1,especialista_alto_ticket,(61) 3328-0073,fixo,+556133280073,,,,,
0.7880,VANESSA BILACCHI ODONTOLOGIA E ESTETICA,07.664.106/0001-39,ME,ASA SUL,"SETOR SRTVS CONJUNTO BLOCOS LOTE, SN, QUADRA701 CONJUNTO D      LOTE  05 BLOCO A SALA 203, ASA SUL, CEP 70340907, Brasilia/DF",20,1,marca_pessoal,(61) 3364-1219,fixo,+556133641219,,,,,bilacchiodonto@hotmail.com
0.7880,INSTITUTO DE IMPLANT. E ESTETICA FERNANDO MENICUCCI,07.036.474/0001-32,EPP,ASA SUL,"SHS QD. 06 CONJ. A BL. E, S/N, SALAS  211 E 212, ASA SUL, CEP 70316902, Brasilia/DF",21,1,especialista_alto_ticket,,,,,,,,
0.7870,DENTAL DESIGN,04.213.533/0001-02,EPP,ASA SUL,"QUADRA SCS QUADRA 7 BLOCO A, 100, SALA  1304                EDIF  EXECUTIVO TOWER, ASA SUL, CEP 70307000, Brasilia/DF",25,1,clinica_institucional,(61) 3233-1662,fixo,+556132331662,,,,,financeiro@dentaldesign.com.br
0.7870,LUSTOSA ORTODONTIA,04.243.149/0001-52,ME,ASA NORTE,"SETOR SCN QUADRA 05 BLOCO A, 50, SALA  509 510 E 511, ASA NORTE, CEP 70715900, Brasilia/DF",25,1,especialista_alto_ticket,(61) 3225-4070,fixo,+556132254070,,,,,contato@afinkocontabilidade.com.br
0.7845,ORTOESTETICA AGUAS CLARAS,41.106.652/0001-92,EPP,SUL (AGUAS CLARAS),"RUA IPE AMARELO LOTE, 8, SALA  01 E 02, SUL (AGUAS CLARAS), CEP 71937360, Brasilia/DF",5,1,especialista_alto_ticket,(61) 3553-8393,fixo,+556135538393,,,,,ortoesteticaaguasclaras@gmail.com
0.7845,AURELIANO ODONTOLOGIA E ESTETICA,43.256.268/0001-00,EPP,NORTE (AGUAS CLARAS),"RUA 4 NORTE, LOTE, 02, LOJA  08, NORTE (AGUAS CLARAS), CEP 71907540, Brasilia/DF",5,1,especialista_alto_ticket,(61) 9 9249-2662,celular,+5561992492662,sim,(61) 9 8269-6906,celular,+5561982696906,aurelianoodontologiaeestetica@gmail.com
0.7845,YONARA GONCALVES ODONTOLOGIA ESTETICA,39.794.457/0001-50,EPP,AREA OCTOGONAL,"QUADRA AOS 1 BLOCO G, 214, AREA OCTOGONAL, CEP 70660017, Brasilia/DF",5,1,especialista_alto_ticket,(61) 9 9138-1834,celular,+5561991381834,sim,,,,rgodontologia@outlook.com.br
0.7840,ORALUS,19.438.427/0001-02,DEMAIS,ASA SUL,"SETOR ST COMERCIAL SUL QUADRA 06 BLOCO A, 110, SALA  313                 EDIF  ARNALDO VILLARES, ASA SUL, CEP 70324900, Brasilia/DF",12,1,clinica_geral,(61) 9 8130-0924,celular,+5561981300924,sim,,,,contato@agnusdeicontabil.com.br
0.7840,ORALCLIN,05.159.302/0001-20,EPP,AREA OCTOGONAL,"SETOR AREA ESPECIAL 6/8, S/N, : SHC-AOS E/A 06/08 BLOCO A LOJAS 16,19 E 33;, AREA OCTOGONAL, CEP 70660685, Brasilia/DF",24,1,clinica_institucional,(61) 3361-7345,fixo,+556133617345,,(61) 3039-4646,fixo,+556130394646,
0.7805,CENTRO DE ESTETICA ORAL,22.693.461/0001-20,EPP,SOBRADINHO,"QUADRA QUADRA 6 AREA RESERVADA, 4, SALA  111 E 112, SOBRADINHO, CEP 73025060, Brasilia/DF",11,1,especialista_alto_ticket,(61) 3547-5870,fixo,+556135475870,,,,,esteticaoral104@gmail.com
0.7800,IPO PALMIERI,23.490.930/0001-76,DEMAIS,ASA NORTE,"SETOR SCN QUADRA 2 BLOCO D, S/N,       ENTRADA B           SALA  921 923 925 927 929, ASA NORTE, CEP 70712903, Brasilia/DF",10,1,clinica_institucional,(61) 3326-1131,fixo,+556133261131,,,,,
0.7800,DM IMPLANTUS,12.065.494/0001-71,ME,ASA NORTE,"SETOR COMERCIAL NORTE QUADRA 05 BLOCO A, 50, SALA  1205, ASA NORTE, CEP 70715900, Brasilia/DF",16,1,especialista_alto_ticket,(61) 3963-6100,fixo,+556139636100,,,,,1dm.implantus@gmail.com
0.7800,CLINICA BELA ARTE - ODONTOLOGIA ESTETICA AVANCADA,08.373.594/0001-98,ME,ASA SUL,"SETOR SRTV/SUL, QUADRA 701, CONJUNTO D, BLOCO A,, 100, SALAS 726 E 728, ASA SUL, CEP 70340907, Brasilia/DF",19,1,especialista_alto_ticket,(61) 4501-7171,fixo,+556145017171,,(61) 4501-7171,fixo,+556145017171,
0.7800,CLINICA ORTHOLIFE JK,17.968.319/0001-08,ME,ASA SUL,"SETOR SCS QUADRA 01 BLOCO B NUMERO, 16, SALA  309, ASA SUL, CEP 70308900, Brasilia/DF",13,1,especialista_alto_ticket,(61) 3225-8767,fixo,+556132258767,,,,,
0.7800,ODONTOLOGIA E ESTETICA DENTE NOVO,20.410.740/0001-03,ME,SETOR HABITACIONAL VICENTE PIRES - TRECHO 3,"TRECHO TRECHO 3 QUADRA 10 CONJUNTO, 02, LOTE  01 LOJA 07 1 ANDAR, SETOR HABITACIONAL VICENTE PIRES - TRECHO 3, CEP 72002009, Brasilia/DF",12,1,especialista_alto_ticket,(61) 9 9919-3145,celular,+5561999193145,sim,,,,dentenovo.df@gmail.com
0.7790,IORTO,74.171.281/0001-81,DEMAIS,ASA NORTE,"QUADRA SCN Q 5 BL A, 50, SALAS 205, 206 E 207, ASA NORTE, CEP 70715900, Brasilia/DF",32,1,especialista_alto_ticket,(61) 3328-6264,fixo,+556133286264,,,,,
0.7785,ORTHOS,11.979.775/0001-77,DEMAIS,GUARA I,"SETOR QE 11 AREA ESPECIAL L SALA 237, S/N, GUARA I, CEP 71020721, Brasilia/DF",16,2,multi_unidade,(61) 9 9964-4763,celular,+5561999644763,sim,(61) 9 9976-3200,celular,+5561999763200,
0.7780,INTEGRATO MEDICINA DENTAL AVANCADA,12.492.303/0001-58,DEMAIS,ASA SUL,"QUADRA SGAS 614, S/N, CONJ  C                   SALA  38, ASA SUL, CEP 70200740, Brasilia/DF",15,1,clinica_geral,(61) 3443-9555,fixo,+556134439555,,(61) 9 8346-0027,celular,+5561983460027,admin@integrato.com.br
0.7765,ABSOLUTE ODONTOLOGIA,18.725.714/0001-22,EPP,SAMAMBAIA NORTE SAMAMBAIA,"QUADRA QS 408 CONJUNTO E, 03, LOTE: 03 SALA 101; ANDAR: 1;, SAMAMBAIA NORTE SAMAMBAIA, CEP 72318595, Brasilia/DF",13,1,especialista_alto_ticket,(61) 3049-0046,fixo,+556130490046,,,,,
0.7760,PRIME ODONTOLOGIA ESPECIALIZADA,12.527.090/0001-52,DEMAIS,ASA NORTE,"SETOR SETOR COMERCIAL NORTE QUADRA 01 BLOCO F NUMERO, 79, SALA  201,202, ASA NORTE, CEP 70711905, Brasilia/DF",15,1,clinica_institucional,(61) 9 9229-4119,celular,+5561992294119,sim,(61) 3264-4119,fixo,+556132644119,
0.7760,C O E HL,10.917.802/0001-14,DEMAIS,ASA SUL,"SETOR SETOR COMERCIAL SUL QUADRA, 06, BLOCO A                         NUMERO 240          SALA  512                 EDIF  CARIOCA, ASA SUL, CEP 70325900, Brasilia/DF",17,1,clinica_geral,(61) 3037-0202,fixo,+556130370202,,(61) 3201-3868,fixo,+556132013868,coebsb@hotmail.com
0.7760,FRAME ODONTOLOGIA ESPECIALIZADA,15.787.847/0001-35,DEMAIS,ASA SUL,"SETOR SEPS EQ 709/909, S/N, CONJ  A                   BLOCO B                   SALA  117/118             EDIF  C MED JULIO ADNET, ASA SUL, CEP 70390095, Brasilia/DF",14,1,clinica_institucional,(61) 9 8161-5401,celular,+5561981615401,sim,(61) 3037-1343,fixo,+556130371343,flavia.braz@iact.com.br
0.7760,.,11.181.173/0001-70,DEMAIS,ASA NORTE,"SETOR SCN QUADRA 2 BLOCO D TORRE B SALA 327, S/N, ASA NORTE, CEP 70712904, Brasilia/DF",16,1,clinica_geral,(61) 3328-5613,fixo,+556133285613,,(61) 9 9989-6027,celular,+5561999896027,
0.7760,DERMODONTO,09.207.266/0001-84,ME,ASA SUL,"QUADRA SGAS QUADRA 616 CONJUNTO A BLOCO C SALAS 04, 06 E 08, SN, ASA SUL, CEP 70200760, Brasilia/DF",18,1,especialista_alto_ticket,(61) 3321-0999,fixo,+556133210999,,,,,
0.7760,NEO - NUCLEO DE ESTETICA ORAL,09.501.134/0001-60,ME,ASA NORTE,"QUADRA SEPN QD 513 CONJUNTO A SALA 306 E, 308, EDIF  BITTAR I, ASA NORTE, CEP 70768900, Brasilia/DF",18,1,especialista_alto_ticket,(61) 9 9341-0202,celular,+5561993410202,sim,,,,neocirurgiaeestetica@gmail.com
0.7760,ODONTO ESTETIC,09.351.049/0001-63,ME,ASA SUL,"SETOR ST DE EDIF DE UTIL PUBLICAS SUL ENTREQ 710/910 CONJ D, S/N, SALA  213, ASA SUL, CEP 70390108, Brasilia/DF",18,1,especialista_alto_ticket,(61) 3369-4883,fixo,+556133694883,,,,,
0.7750,INSTITUTO ODONTOLOGICO LUCIANA INCERTI,04.177.271/0001-78,EPP,SUL (AGUAS CLARAS),"QUADRA QUADRA 204, 46,       AC                  LOTE  02                  SALA  46                  TERREO, SUL (AGUAS CLARAS), CEP 71939540, Brasilia/DF",25,1,clinica_institucional,(61) 3964-1892,fixo,+556139641892,,,,,ioli.luciana@terra.com.br
0.7750,ORALLE,00.835.862/0001-34,ME,SETOR SUDOESTE,"QUADRA SHCSW CHSW BLOCOS 3/4/5, 212, SALA  212, SETOR SUDOESTE, CEP 70673416, Brasilia/DF",30,1,especialista_alto_ticket,(61) 3362-7000,fixo,+556133627000,,,,,
0.7740,IANARA PINHO - ODONTOLOGIA,24.930.143/0001-60,DEMAIS,NORTE (AGUAS CLARAS),"RUA 7 NORTE, LOTES 03, 05 E 07, LOJA 21 E 22, S/N, NORTE (AGUAS CLARAS), CEP 71908180, Brasilia/DF",10,1,clinica_geral,(61) 3043-0043,fixo,+556130430043,,,,,contratos@arbrent.com.br
0.7740,PAULA MAIA ODONTOLOGIA,14.536.661/0001-40,DEMAIS,ASA NORTE,"SETOR SCN QUADRA 02 BLOCO D ENTRADA B, S/N, SALA  1132, ASA NORTE, CEP 70712903, Brasilia/DF",14,1,marca_pessoal,(61) 3248-4081,fixo,+556132484081,,,,,paulamaiaodontologia@gmail.com
0.7730,INFINITY IMPLANTES,36.137.045/0001-50,EPP,TAGUATINGA NORTE (TAGUATINGA),"QUADRA QNM 34 AREA ESPECIAL 1, 805/6, TAGUATINGA NORTE (TAGUATINGA), CEP 72145450, Brasilia/DF",6,1,especialista_alto_ticket,(61) 9 9830-8420,celular,+5561998308420,sim,,,,allancamargos250@gmail.com
0.7720,INSTITUTO LABOISSIERE ODONTOLOGIA,11.127.434/0001-73,EPP,ASA NORTE,"SETOR SCN QD 02 BLOCO D ENTRADA B SALAS 806, 808, 810, 812, S/N, ASA NORTE, CEP 70712903, Brasilia/DF",16,1,clinica_institucional,(61) 3327-1535,fixo,+556133271535,,,,,iloatendimento@gmail.com
0.7720,REVELLE ODONTO E ESTETICA FACIAL,17.465.406/0001-42,ME,ASA NORTE,"QUADRA SHN QUADRA 1 BLOCO F, S/N, CONJ  A                   ANDAR 1                   SALA  105, ASA NORTE, CEP 70701060, Brasilia/DF",13,1,especialista_alto_ticket,(61) 9 9184-4402,celular,+5561991844402,sim,,,,ola@revelle.bsb.br
0.7720,OF ORTODONTIA FAKHOURI,11.872.760/0001-05,ME,AGUAS CLARAS,"AVENIDA ARAUCARIAS LOTE, 305, SALA  149                 EDIF  MARJORIE SHOPPING, AGUAS CLARAS, CEP 71936300, Brasilia/DF",16,1,especialista_alto_ticket,(61) 3041-1233,fixo,+556130411233,,(61) 9 8185-0334,celular,+5561981850334,patifakhouri@hotmail.com
0.7710,PRIMORE - INSTITUTO ODONTOLOGICO ESPECIALIZADO SOCIEDADE SIMPLES,24.946.071/0001-40,EPP,ASA SUL,"SHCS EQ. 102/103 BLOCO A, N, 3   PAVIMENTO, ASA SUL, CEP 70330400, Brasilia/DF",37,1,clinica_institucional,(06) 1321-7196,fixo,+550613217196,,,,,primore@primore.com.br
0.7710,INSTITUTO DIOGO LUSTOSA,01.584.762/0001-45,EPP,ASA SUL,"QUADRA SGAS 614, CONJUNTO C, SN, SALA  207/209, ASA SUL, CEP 70200730, Brasilia/DF",40,1,clinica_institucional,(61) 3342-3001,fixo,+556133423001,,,,,administrativo@institutodiogolustosa.com
0.7710,ORTHO BIO CENTER,04.644.915/0001-90,EPP,ASA SUL,"SGAS QUADRA 607, CONJUNTO B, S/N, CONSULT. 210 A 213, ASA SUL, CEP 70200670, Brasilia/DF",25,1,especialista_alto_ticket,,,,,,,,
0.7710,CLINICA ALFA RIDERE SAUDE E ESTETICA BUCAL,19.523.642/0001-01,ME,SUL (AGUAS CLARAS),"RUA 4 SUL LOTE, 09, LOJA  02 E 03, SUL (AGUAS CLARAS), CEP 71937000, Brasilia/DF",12,1,especialista_alto_ticket,(61) 9 9452-5364,celular,+5561994525364,sim,,,,ricardosp12@hotmail.com
0.7685,OSTEO IMPLANTE,27.410.508/0001-14,EPP,ASA NORTE,"SETOR SCN QUADRA, 02, BLOCO D                         ENTRADA A           SALA  405 / 407, ASA NORTE, CEP 70712904, Brasilia/DF",9,1,especialista_alto_ticket,(61) 3036-6116,fixo,+556130366116,,,,,adm.osteo@gmail.com
0.7685,INSTITUTO AYRES,27.770.887/0001-53,EPP,SETOR HABITACIONAL JARDIM BOTANICO,"QUADRA EQ 09/10 (AV. DAS PAINEIRAS), SN, BLOCO E                   SALA  123, SETOR HABITACIONAL JARDIM BOTANICO, CEP 71681500, Brasilia/DF",9,1,especialista_alto_ticket,(61) 3263-2184,fixo,+556132632184,,,,,institutoayreseborgesodonto@gmail.com
0.7680,SPEC ODONTOLOGIA ESPECIALIZADA,23.129.699/0001-90,EPP,SUL (AGUAS CLARAS),"AVENIDA PAU BRASIL LOTE 10 SALA, 1501, EDIF  LE QUARTIER, SUL (AGUAS CLARAS), CEP 71926000, Brasilia/DF",11,1,clinica_institucional,(61) 3972-3601,fixo,+556139723601,,(61) 9 8128-3679,celular,+5561981283679,contato@facesinstitutoodontologico.com.br
0.7670,CLINICA ODONTOLOGICA JOSE RIOS LTDA,01.054.361/0001-83,DEMAIS,ASA SUL,"SETOR SGA/SUL QD 607, CONJUNTO B, S/N,       CONSULTORIOS              101, 102 E 119            1                   PAVMTO, ASA SUL, CEP 70200670, Brasilia/DF",30,1,clinica_geral,(61) 3442-1200,fixo,+556134421200,,(61) 9 9355-4408,celular,+5561993554408,financeiro@clinicarios.com.br
0.7665,ONNE ESTETICA OROFACIAL LTDA,48.512.436/0001-96,DEMAIS,AGUAS CLARAS,"RUA RUA 12 NORTE LT 3, S/N, LOJA  3, AGUAS CLARAS, CEP 71909540, Brasilia/DF",3,1,especialista_alto_ticket,(61) 9 8617-1577,celular,+5561986171577,sim,(00) 0000000000,indefinido,,onneodontologia@gmail.com
0.7645,JULIANA ALMEIDA ODONTOLOGIA ESTETICA,29.589.274/0001-40,DEMAIS,ASA NORTE,"QUADRA SETOR COMERCIAL NORTE QUADRA 02, S/N, BLOCO D                         ENTRADA B           SALA  1119, ASA NORTE, CEP 70712904, Brasilia/DF",8,1,marca_pessoal,(61) 3326-9475,fixo,+556133269475,,(61) 9 8163-7002,celular,+5561981637002,julianagsantos@gmail.com
0.7645,SANTORINI ODONTOLOGIA,42.428.918/0001-86,EPP,ASA NORTE,"QUADRA SMHN QUADRA 2 BLOCO B CONSULTORIO, 1307, ASA NORTE, CEP 70710146, Brasilia/DF",5,1,especialista_alto_ticket,(61) 9 9235-9146,celular,+5561992359146,sim,,,,tiagosoaresricardo@gmail.com
0.7640,INSTITUTO ODONTOLOGICO AMAURY FRANKLIN LTDA,19.407.498/0001-30,DEMAIS,ASA SUL,"SETOR RADIO TELEVISAO SUL QUADRA 701 CONJUNTO E  BLOCO 02/04, 70, SALA  127, ASA SUL, CEP 70340902, Brasilia/DF",12,1,clinica_institucional,(61) 3321-9513,fixo,+556133219513,,(61) 9 9986-6733,celular,+5561999866733,
0.7640,GODOY & GODOY ODONTOLOGIA,17.706.867/0001-60,DEMAIS,ASA NORTE,"SETOR SETOR COMERCIAL NORTE QUADRA 05 BLOCO A, 50, SALA  527, 528, 529, ASA NORTE, CEP 70715010, Brasilia/DF",13,1,clinica_geral,(61) 3034-6911,fixo,+556130346911,,(61) 3034-6911,fixo,+556130346911,hedersonlima@gmail.com
0.7640,INTEGRA ODONTOLOGIA,11.020.246/0001-41,DEMAIS,NORTE (AGUAS CLARAS),"AVENIDA PAU BRASIL, SN, LOTE: 06; SALA: 1107;, NORTE (AGUAS CLARAS), CEP 71916500, Brasilia/DF",17,1,clinica_institucional,(61) 3256-6060,fixo,+556132566060,,,,,
0.7640,OSTEON IMPLANTES DENTARIOS LTDA,25.422.287/0001-79,ME,ASA SUL,"SETOR SCS QUADRA 06 BLOCO A SALA 218, 110, EDIF  ARNALDO VILLARES, ASA SUL, CEP 70324900, Brasilia/DF",10,1,especialista_alto_ticket,(61) 3033-2428,fixo,+556130332428,,,,,logos.contabilidade@yahoo.com.br
0.7620,ORAL FLEX,18.905.254/0001-14,EPP,ASA NORTE,"SETOR  DE DIVERSAO NORTE CONJUNTO A SALA, 4047, ASA NORTE, CEP 70077900, Brasilia/DF",12,1,clinica_geral,(61) 9 8275-1913,celular,+5561982751913,sim,(61) 3034-5995,fixo,+556130345995,atendimentooralflex@gmail.com
0.7605,MANZI ESTETICA ORAL,17.900.402/0001-45,DEMAIS,TAGUATINGA,"QUADRA CSB 02 LOTES 1, 2/3/4, SALA  306 E 308                 TORRE A, TAGUATINGA, CEP 72015901, Brasilia/DF",13,1,especialista_alto_ticket,(61) 3563-2368,fixo,+556135632368,,,,,despachante@brascont.com.br
0.7600,MS CLINICA ODONTOLOGICA,12.182.197/0001-06,DEMAIS,ASA NORTE,"SETOR SC/N QUADRA 01 SALA 1011, 79, BLOCO F, ASA NORTE, CEP 70711905, Brasilia/DF",16,1,clinica_geral,(61) 3326-2666,fixo,+556133262666,,(61) 9 8475-7866,celular,+5561984757866,msclinicaodontologica@hotmail.com
0.7600,ODONTOLOGIA SUDOESTE,11.682.223/0001-00,EPP,SUDOESTE,"QUADRA SHC/SW CLSW 303 BL. C ENTRADA, 18/20, SALA  137/138             PAVMTOSUPERIOR, SUDOESTE, CEP 70673623, Brasilia/DF",16,1,clinica_institucional,(61) 3032-3250,fixo,+556130323250,,(61) 4141-3965,fixo,+556141413965,odontologia.sudoeste@gmail.com
0.7600,CROI - CENTRO DE REABILITACAO ORAL E IMPLANTODONTIA,08.961.178/0001-00,ME,ASA NORTE,"QUADRA SCN QUADRA 02 BL. D ENT. A SALAS 223,225,227 E 229, S/N, ASA NORTE, CEP 70712000, Brasilia/DF",19,1,especialista_alto_ticket,(61) 3963-9047,fixo,+556139639047,,,,,croi.odontologia@hotmail.com
0.7600,"TRIADE MEDICINA, ODONTOLOGIA & ESTETICA",08.680.495/0001-59,ME,ASA NORTE,"SETOR SCN QD 02 BLOCO D ENTRADA A, S/N, SALA  532/534, ASA NORTE, CEP 70712903, Brasilia/DF",19,1,especialista_alto_ticket,(61) 3349-4808,fixo,+556133494808,,,,,triade_cirurgiaplastica@hotmail.com
0.7590,CENTRO DE ODONTOLOGIA AVANCADA,26.963.843/0001-87,EPP,ASA SUL,"SETOR SRTVS QUADRA 701 CONJUNTO E BLOCOS 02 E 04, 70, SALA  325 326 327 328, ASA SUL, CEP 70340902, Brasilia/DF",35,1,clinica_institucional,(61) 3321-2223,fixo,+556133212223,,(61) 3321-2227,fixo,+556133212227,coadf2016@gmail.com
0.7590,CORE CENTRO ODONTOLOGICO REABILITADOR E ESTETICO,04.649.144/0001-24,ME,ASA NORTE,"QUADRA SCN QUADRA 1 BL G SALAS 216 E, 217, ASA NORTE, CEP 70711000, Brasilia/DF",25,1,especialista_alto_ticket,(61) 9 9298-4843,celular,+5561992984843,sim,,,,monteirocore@hotmail.com
0.7590,FACHINI ODONTOLOGIA,01.359.114/0001-95,ME,ASA NORTE,"SETOR SCN QUADRA 2 BLOCO D, S/N, : ENTRADA A; SALA: 1029 E 1031; : CENTRO EMPRESARIAL; : ENCOL; EDIF: LIBERTY MALL;, ASA NORTE, CEP 70712903, Brasilia/DF",30,1,especialista_alto_ticket,(61) 3351-5008,fixo,+556133515008,,,,,fdl@tba.com.br
0.7585,INSTITUTO ILUMA ODONTOLOGIA E ESTETICA,52.013.593/0001-24,EPP,SUL (AGUAS CLARAS),"AVENIDA DAS ARAUCARIAS, 1525, LOJA  55 - PARTE, SUL (AGUAS CLARAS), CEP 71936250, Brasilia/DF",3,1,especialista_alto_ticket,(61) 9 8333-6060,celular,+5561983336060,sim,(00) 0000000000,indefinido,,dra.luciana@institutoiluma.com
0.7580,QUALITA ODONTOLOGIA,22.742.934/0001-31,DEMAIS,ASA SUL,"QUADRA SGAS 915, SN, CONJ: N; SALA: 144; TERREO;, ASA SUL, CEP 70390150, Brasilia/DF",11,1,clinica_geral,(61) 3033-3729,fixo,+556130333729,,(61) 3033-3721,fixo,+556130333721,islandeassuncao@uol.com.br
0.7580,ODONTO SUBLIME,17.375.879/0001-59,DEMAIS,ASA NORTE,"QUADRA SCN QUADRA 5 BLOCO A, SL 707, EDIF  BRASILIA SHOPPING, ASA NORTE, CEP 70715010, Brasilia/DF",13,1,clinica_geral,(61) 3526-3726,fixo,+556135263726,,(61) 9 9559-0947,celular,+5561995590947,odontosublime@gmail.com
0.7580,DR JOSE GUIMARAES NETO,22.478.506/0001-43,DEMAIS,ASA NORTE,"SETOR SCN QUADRA 2 BLOCO D, S/N, : ENTRADA A; SALA: 327 E 329;, ASA NORTE, CEP 70712903, Brasilia/DF",11,1,marca_pessoal,(61) 3326-0020,fixo,+556133260020,,(61) 9 9984-3632,celular,+5561999843632,
0.7580,LARA CRUVINEL S. DE PADUA LTDA,23.890.410/0001-50,EPP,NORTE (AGUAS CLARAS),"AVENIDA DAS CASTANHEIRAS LOTE 820 SALA 201 E 203 2 PAVIMENTO, S/N, NORTE (AGUAS CLARAS), CEP 71900100, Brasilia/DF",10,1,clinica_geral,(61) 3435-0315,fixo,+556134350315,,,,,larafrota@yahoo.com.br
0.7580,ODONTO KIDS,16.481.791/0001-59,DEMAIS,ASA NORTE,"SETOR SHCN CL QD 316 BLOCO F, SN, LOJA  67, 71 TERREO, ASA NORTE, CEP 70775560, Brasilia/DF",14,1,clinica_geral,(61) 3034-1137,fixo,+556130341137,,,,,
0.7570,HORTELA ORTODONTIA,31.146.998/0001-60,EPP,TAGUATINGA CENTRO (TAGUATINGA),"QUADRA C 1, 01/12, SALA  1021 A 1025, TAGUATINGA CENTRO (TAGUATINGA), CEP 72010010, Brasilia/DF",8,1,especialista_alto_ticket,(61) 3562-0705,fixo,+556135620705,,,,,gian@ortoshow.com.br
