posicao,nota_capacidade,razao_social,nome_fantasia,cnpj_formatado,cnae,cnae_descricao,endereco,bairro,municipio,telefone,telefone_2,email,data_inicio_atividade,idade_meses,porte,porte_desc,opcao_simples,capital_social,n_unidades_br,n_unidades_df,n_ufs,natureza_juridica_desc,tipo_negocio,franquia,endereco_suspeito,n_cnpjs_mesma_sala,n_cnpjs_mesmo_predio,origem_recorte,validado_receita,validacao_data,validacao_situacao,nota_capacidade_conta
38,76,TOTUS AGUAS CLARAS ODONTOLOGIA APLICADA LTDA,IANARA PINHO - ODONTOLOGIA,24.930.143/0001-60,8630504,Atividade odontológica,"RUA 7 NORTE, LOTES 03, 05 E 07, LOJA 21 E 22, S/N, NORTE (AGUAS CLARAS), CEP 71908180, Brasilia/DF",NORTE (AGUAS CLARAS),Brasilia/DF,(61) 30430043,,contratos@arbrent.com.br,2016-06-03,122,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,120000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,22,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 76 | NOTA 76/100
39,76,NOVA ODONTOCLEAN CLINICA ODONTOLOGICA LTDA,ODONTOCLEAN,18.208.743/0001-17,8630504,Atividade odontológica,"QUADRA QNN 1 CJ A LT, 9, LOJA  01, CEILANDIA NORTE (CEILANDIA), CEP 72225010, Brasilia/DF",CEILANDIA NORTE (CEILANDIA),Brasilia/DF,(61) 33724853,,novaodontocleanrx@gmail.com,2013-05-27,159,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,110000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 76 | NOTA 76/100
40,76,CLINICA ODONTOLOGICA DENIS LTDA,SORRI CLINIC,19.152.643/0001-89,8630504,Atividade odontológica,"RUA DA GAMELEIRA, 611, SALA  104 E 106 CENTRO, SAO SEBASTIAO, CEP 71691085, Brasilia/DF",SAO SEBASTIAO,Brasilia/DF,(61) 35512097,,,2013-09-30,155,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 76 | NOTA 76/100
41,76,CONSULTORIO ODONTOLOGICO PAULA MAIA LTDA,PAULA MAIA ODONTOLOGIA,14.536.661/0001-40,8630504,Atividade odontológica,"SETOR SCN QUADRA 02 BLOCO D ENTRADA B, S/N, SALA  1132, ASA NORTE, CEP 70712903, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 32484081,,paulamaiaodontologia@gmail.com,2011-10-26,178,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,128,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 76 | NOTA 76/100
42,76,PATRICIA PIZZO ORTODONTIA E ORTOPEDIA FACIAL LTDA,PATRICIA PIZZO ORTODONTIA,18.658.855/0001-70,8630504,Atividade odontológica,"RUA 5 NORTE LOTE, 3, SALA  414, NORTE (AGUAS CLARAS), CEP 71907720, Brasilia/DF",NORTE (AGUAS CLARAS),Brasilia/DF,(61) 30241777,(61) 99041777,patriciapizzoreis@gmail.com,2013-07-19,157,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,99800.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,12,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 76 | NOTA 76/100
43,76,ODONTO MIZIARA LTDA,ODONTO MIZIARA,21.125.926/0001-83,8630504,Atividade odontológica,"AVENIDA COMERCIAL LOTE, 1441, LOJA  2                   SETOR TRADICIONAL, SAO SEBASTIAO, CEP 71691153, Brasilia/DF",SAO SEBASTIAO,Brasilia/DF,(61) 82338411,,,2014-09-24,143,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,88000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 76 | NOTA 76/100
44,76,FOCUS CLINICA ODONTOLOGICA LTDA,021 DENTAL CONJUNTO NACIONAL BRASILIA ODONTOLOGIA,25.025.613/0001-04,8630504,Atividade odontológica,"SETOR SDN, CONJUNTO NACIONAL BRASILIA, SALA, 6041, EDIF  TORRE AZUL, ASA NORTE, CEP 70077900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 91951731,,marcelosalomao_@hotmail.com,2016-06-17,122,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,80000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 76 | NOTA 76/100
45,76,INSTITUTO MACHADO ODONTOLOGIA LTDA,INSTITUTO DE ORTODONTIA MACHADO E AUDICAO,02.272.945/0002-79,8630504,Atividade odontológica,"SETOR SHN QUADRA 2 BLOCO H, 30, LOJA  65 70 74            SLJ, ASA NORTE, CEP 70702905, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 32250655,,brendo@cclcontabilidade.com.br,2009-08-11,204,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,78800.00,2,1,2,Sociedade Empresaria Limitada,clinica,nao,nao,1,4,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 9 + regime_tributario 9 + maturidade 14 = 76 | NOTA 76/100
46,76,ABIGALIL ODONTOLOGIA HUMANIZADA LTDA,ABIGALIL ODONTOLOGIA HUMANIZADA AOH,21.295.248/0001-05,8630504,Atividade odontológica,"QUADRA QS 612 CONJUNTO D  LOTE, 08, SAMAMBAIA NORTE, CEP 72322564, Brasilia/DF",SAMAMBAIA NORTE,Brasilia/DF,(61) 32029002,(61) 81264346,societario@hects.com.br,2014-10-23,142,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,73000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 76 | NOTA 76/100
47,76,CLINICA ODONTOLOGICA ODONTO-DENT LTDA,ODONTODENT ODONTOLOGIA ESPECIALIZADA,03.219.684/0001-05,8630504,Atividade odontológica,"QSB  02  LOTE  20, S/N, SALA  106, TAGUATINGA, CEP 72015520, Brasilia/DF",TAGUATINGA,Brasilia/DF,(61) 33523703,(61) 99720113,odontodentdf@superig.com.br,1999-06-16,326,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,50000.00,2,2,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,9,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 9 + regime_tributario 9 + maturidade 14 = 76 | NOTA 76/100
48,76,KR SERVICOS DE ODONTOLOGIA LTDA,ORTOSHOW SAMAMBAIA,07.408.625/0001-36,8630504,Atividade odontológica,"QUADRA QS 410 CONJUNTO D LOTE 06 SALA, 101, SAMAMBAIA, CEP 72320524, Brasilia/DF",SAMAMBAIA,Brasilia/DF,(61) 35610025,,,2005-05-19,255,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,50000.00,2,2,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 9 + regime_tributario 9 + maturidade 14 = 76 | NOTA 76/100
49,76,PREV ORAL ODONTOLOGIA LTDA,PREV ORAL,18.350.433/0001-32,8630504,Atividade odontológica,"QUADRA QNM 18 CONJUNTO B LOTE, 02, LOJA  02, CEILANDIA NORTE (CEILANDIA), CEP 72210182, Brasilia/DF",CEILANDIA NORTE (CEILANDIA),Brasilia/DF,(61) 30470040,(61) 30465134,prevoralcontabilidade@gmail.com,2013-06-20,158,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 76 | NOTA 76/100
50,76,S A LEMOS SERVICOS ODONTOLOGICOS,ILO INSTITUTO LEMOS DE ODONTOLOGIA,14.424.967/0001-05,8630504,Atividade odontológica,"QUADRA QNM 17 CONJUNTO A LOTE 15 SALAS 101 E, 102, CEILANDIA SUL, CEP 72215171, Brasilia/DF",CEILANDIA SUL,Brasilia/DF,(61) 81531564,,,2011-10-03,178,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,50000.00,1,1,1,Empresario (Individual),clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 76 | NOTA 76/100
51,75,CENTRO ODONTOLOGICO MIRRANDA LTDA,CENTRO ODONTOLOGICO MIRRANDA,02.574.101/0001-00,8630504,Atividade odontológica,"SETOR CNB, 11, LOTE  09, SALAS 801,803,        804,805 E 806, TAGUATINGA, CEP 72115015, Brasilia/DF",TAGUATINGA,Brasilia/DF,(61) 33517274,,,1995-02-16,378,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,175000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,6,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
52,75,CLINICA ODONTOLOGICA CLEAR LTDA,RAME ODONTOLOGIA,06.193.894/0001-60,8630504,Atividade odontológica,"QUADRA CNA 02 LOTE, 11, SALA  202 E 203, TAGUATINGA, CEP 72115015, Brasilia/DF",TAGUATINGA,Brasilia/DF,(61) 30331083,(61) 30331083,mettacont@gmail.com,2004-04-05,268,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,120000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,6,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
53,75,MACHADO CRUZ CLINICA ODONTOLOGICA ESPECIALIZADA LTDA,MACHADO CRUZ,01.297.963/0001-61,8630504,Atividade odontológica,"QUADRA SHIS QI 9/11 BLOCO L, S/N, SALA  101 E 102, SETOR DE HABITACOES INDIVIDUAIS SUL, CEP 71625125, Brasilia/DF",SETOR DE HABITACOES INDIVIDUAIS SUL,Brasilia/DF,(61) 32486400,,machadocruzodontologia@gmail.com,1996-07-02,361,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,120000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,4,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
54,75,SIRIUS ODONTOLOGIA INTEGRADA S/S,SIRIUS ODONTOLOGIA,04.610.336/0001-27,8630504,Atividade odontológica,"SETOR SCN QUADRA 1 BLOCO C, 85, SALA  701, ASA NORTE, CEP 70711902, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 33270415,,sirius@siriusodontologia.com.br,2001-05-15,303,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,110000.00,1,1,1,Sociedade Simples Pura,clinica,nao,nao,1,60,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
55,75,HANDS ODONTOLOGIA ESPECIALIZADA LTDA,HANDS ODONTOLOGIA,06.185.687/0001-63,8630504,Atividade odontológica,"QUADRA SGAS 607 CONJUNTO B CONSULTORIO 29 E, 30, ASA SUL, CEP 70200670, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 81389847,,contato@handsodontologia.com.br,2004-03-26,269,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,104500.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
56,75,CESB CENTRO ESPECIALIZADO EM SAUDE BUCAL LTDA,CENTRO ODONTOLOGICO IMPLANTAR,09.308.505/0001-92,8630504,Atividade odontológica,"QUADRA QN 320 CONJ 03 LOTE 08 SALA, 101, SAMAMBAIA, CEP 72310000, Brasilia/DF",SAMAMBAIA,Brasilia/DF,(61) 30371353,,,2007-11-08,225,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
57,75,DENTALIS CENTRO ODONTOLOGICO LTDA,DENTALIS,03.384.675/0001-70,8630504,Atividade odontológica,"QUADRA QNM 1 CJ G LT 1 E 3, SN,       SALAS 103 E 105, CEILANDIA SUL (CEILANDIA), CEP 72215010, Brasilia/DF",CEILANDIA SUL (CEILANDIA),Brasilia/DF,(61) 33737021,,gerenciadentalis@gmail.com,1999-08-26,324,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
58,75,INSTITUTO EVERTON DA ROSA DE CIRURGIA ORTOGNATICA E IMPLANTES LTDA,EVERFACE ODONTOLOGIA ESPECIALIZADA,12.007.751/0001-19,8630504,Atividade odontológica,"SETOR SRTVS QUADRA 701 CONJUNTO L BLOCO 2, S/N, SALA  531                 EDIF  ASSIS CHATEAUBRIAND, ASA SUL, CEP 70340906, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 33263361,,institutoer@gmail.com,2010-04-07,196,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,182,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
59,75,INSTITUTO ODONTOLOGICO DRA LUCIANA INCERTI LTDA,INSTITUTO ODONTOLOGICO LUCIANA INCERTI,04.177.271/0001-78,8630504,Atividade odontológica,"QUADRA QUADRA 204, 46,       AC                  LOTE  02                  SALA  46                  TERREO, SUL (AGUAS CLARAS), CEP 71939540, Brasilia/DF",SUL (AGUAS CLARAS),Brasilia/DF,(61) 39641892,,ioli.luciana@terra.com.br,2000-12-06,308,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
60,75,QUALIODONTO CLINICA ODONTOLOGICA LTDA,QUALIODONTO CLINICA ODONTOLOGICA,11.201.369/0001-89,8630504,Atividade odontológica,"ÁREA AR 09 CONJUNTO 01 LOTE 06, SN, LOJA  01, SOBRADINHO II, CEP 73062001, Brasilia/DF",SOBRADINHO II,Brasilia/DF,(61) 32339810,,,2009-10-06,202,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
61,75,RZ ODONTOLOGIA CIRURGICA LTDA,RZ ODONTOLOGIA,02.080.013/0001-43,8630504,Atividade odontológica,"SETOR SCN QUADRA 05 BLOCO A, SN, SALA  1302 E 1303               BRASILIA SHOPPING, ASA NORTE, CEP 70715900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 33210999,,,1997-09-04,347,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,130,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
62,75,UNIFACE - UNIDADE DE CIRURGIA ORAL E MAXILO-FACIAL DE BRASILIA LTDA,UNIFACE,01.004.643/0001-76,8630504,Atividade odontológica,"SETOR SDN LOTE, SN, CONJ  A                   SALA  6001 E 6003, ASA NORTE, CEP 70077900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 33269902,,,1995-12-26,368,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,251,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 75 | NOTA 75/100
63,74,PRIMORE - INSTITUTO ODONTOLOGICO ESPECIALIZADO SOCIEDADE SIMPLES,,24.946.071/0001-40,8630504,Atividade odontológica,"SHCS EQ. 102/103 BLOCO A, N, 3   PAVIMENTO, ASA SUL, CEP 70330400, Brasilia/DF",ASA SUL,Brasilia/DF,(061) 3217196,,primore@primore.com.br,1988-12-29,452,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,453600.00,1,1,1,Sociedade Simples Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 19 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 78 | penalidades: sem_nome_fantasia -4 | NOTA 74/100
64,74,DUTRA CLINIC ODONTOLOGIA INTEGRADA LTDA,,00.059.265/0001-65,8630504,Atividade odontológica,"QUADRA QE 01 AREA ESPECIAL F SALAS 301 E 302, S/N, GUARA, CEP 71020001, Brasilia/DF",GUARA,Brasilia/DF,(61) 35678700,,,1994-05-05,387,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,270000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,20,cnae_principal,,,,porte 32 + capital_social 19 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 78 | penalidades: sem_nome_fantasia -4 | NOTA 74/100
65,74,ORTHOS TAGUATINGA ODONTOLOGIA LTDA,ORTHOS TAGUATINGA,11.438.103/0001-54,8630504,Atividade odontológica,"QUADRA QS 3 LOTES 03 A 09 LOJA, 06, AREAL (AGUAS CLARAS), CEP 71953000, Brasilia/DF",AREAL (AGUAS CLARAS),Brasilia/DF,(61) 39012015,,taguatinga@orthosonline.com.br,2009-12-11,200,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sem registro,200000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 28 + capital_social 19 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 74 | NOTA 74/100
66,74,AMARE ODONTOLOGIA HOSPITALAR INTEGRADA E HOME CARE LTDA,,24.005.986/0001-50,8630504,Atividade odontológica,"QUADRA SGAS QD 610 CONJUNTO F BLOCO 02 SALA T47, S/N,       CENTRO MEDICO             LUCIO COSTA, ASA SUL, CEP 70200700, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 98032064,,contato@amareodontologia.com.br,2016-01-19,127,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,150000.00,2,2,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,97,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 9 + regime_tributario 9 + maturidade 12 = 78 | penalidades: sem_nome_fantasia -4 | NOTA 74/100
67,74,CENTRAL ODONTOLOGIA GUARA LTDA,CLINICA CENTRAL,46.828.261/0001-03,8630504,Atividade odontológica,"QUADRA QI 7 CONJUNTO U CASA, 114, GUARA I, CEP 71020216, Brasilia/DF",GUARA I,Brasilia/DF,(61) 99599570,,raphaelsoares.odonto@gmail.com,2022-06-20,50,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,120000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 74 | NOTA 74/100
68,74,CHRONOS ODONTOLOGIA LTDA,CHRONOS ODONTOLOGIA,14.726.482/0001-76,8630504,Atividade odontológica,"SETOR SGAN QUADRA 607 CONJUNTO A BLOCO B SALA S06 1, SN, SUBSL, ASA NORTE, CEP 70830301, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 32445099,,financeiro@odontochronos.com.br,2011-12-02,176,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sem registro,100000.00,2,2,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,13,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 9 + regime_tributario 9 + maturidade 12 = 74 | NOTA 74/100
69,74,VERTHO LENS ODONTOLOGIA LTDA,VERTHO LENS,47.294.948/0001-60,8630504,Atividade odontológica,"RUA COPAIBA LOTE, 1,       TORRE B                   SALAS 2612 2613 2614, NORTE (AGUAS CLARAS), CEP 71919540, Brasilia/DF",NORTE (AGUAS CLARAS),Brasilia/DF,(61) 92212555,(0000) 00000000,drgustavojose@gmail.com,2022-07-26,49,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,298,cnae_principal,,,,porte 32 + capital_social 16 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 74 | NOTA 74/100
70,74,ESPECIALLI BURITIS ODONTOLOGIA LTDA,ESPECIALLI BURITIS ODONTOLOGIA,10.954.412/0001-14,8630504,Atividade odontológica,"QUADRA 04 CONJUNTO J LOTE 50 LOJAS 01 E, 02,       SRL, PLANALTINA, CEP 73360410, Brasilia/DF",PLANALTINA,Brasilia/DF,(61) 33082034,,crocdc@hotmail.com,2009-07-07,205,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,75000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,3,cnae_principal,,,,porte 28 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 14 = 74 | NOTA 74/100
71,74,AQUARIUM CLINICA ODONTOLOGICA LTDA,AQUARIUM ODONTOLOGIA E HARMONIZACAO,02.729.456/0001-12,8630504,Atividade odontológica,"SETOR SRTVS QUADRA 701 BLOCO B CONJUNTO D, S/N, SALA  719, ASA SUL, CEP 70340907, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 99881987,(61) 32025858,saudrr@gmail.com,1998-08-14,336,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,67800.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,147,cnae_principal,,,,porte 28 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 14 = 74 | NOTA 74/100
72,74,INSTITUTO DIOGO LUSTOSA CENTRO DE ODONTOLOGIA LTDA,INSTITUTO DIOGO LUSTOSA,01.584.762/0001-45,8630504,Atividade odontológica,"QUADRA SGAS 614, CONJUNTO C, SN, SALA  207/209, ASA SUL, CEP 70200730, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 33423001,,administrativo@institutodiogolustosa.com,1985-09-16,491,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,28,cnae_principal,,,,porte 32 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 14 = 74 | NOTA 74/100
73,74,MG5 ORTODONTIA E LOCACAO DE CONSULTORIOS LTDA,REDE ODONTO,10.724.666/0001-46,8630504,Atividade odontológica,"ÁREA ESPECIAL 20/21, SN, SALA  133, 135, 136 E 137 ANDAR 1, GAMA, CEP 72405922, Brasilia/DF",GAMA,Brasilia/DF,(61) 32742184,,,2009-03-23,209,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,12,cnae_principal,,,,porte 32 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 14 = 74 | NOTA 74/100
74,73,CLINICA ODONTOLOGICA JOSE RIOS LTDA,,01.054.361/0001-83,8630504,Atividade odontológica,"SETOR SGA/SUL QD 607, CONJUNTO B, S/N,       CONSULTORIOS              101, 102 E 119            1                   PAVMTO, ASA SUL, CEP 70200670, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 34421200,(61) 93554408,financeiro@clinicarios.com.br,1996-02-22,366,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sem registro,640000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,51,cnae_principal,,,,porte 28 + capital_social 22 + n_unidades 4 + regime_tributario 9 + maturidade 14 = 77 | penalidades: sem_nome_fantasia -4 | NOTA 73/100
75,73,CEILANDIA ODONTOLOGIA LTDA,CEILANDIA ODONTOLOGIA,35.540.950/0001-93,8630504,Atividade odontológica,"QUADRA QNM 18 CONJUNTO A LOTE, 06, SALA  05 06 07 08         PAVMTO2, CEILANDIA NORTE (CEILANDIA), CEP 72210181, Brasilia/DF",CEILANDIA NORTE (CEILANDIA),Brasilia/DF,(61) 33758693,,admcld@orthopride.com.br,2019-11-18,81,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,300000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 32 + capital_social 19 + n_unidades 4 + regime_tributario 9 + maturidade 9 = 73 | NOTA 73/100
76,73,NAOS ODONTOLOGIA LTDA,NAOS - ODONTOLOGIA,39.790.122/0001-64,8630504,Atividade odontológica,"QUADRA QNA 16 LOTE, 13, LOJA  01, TAGUATINGA NORTE (TAGUATINGA), CEP 72110160, Brasilia/DF",TAGUATINGA NORTE (TAGUATINGA),Brasilia/DF,(61) 82181764,,naosodontologia@gmail.com,2020-11-16,69,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,250000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 19 + n_unidades 4 + regime_tributario 9 + maturidade 9 = 73 | NOTA 73/100
77,73,CLINICA ORALFLEX ODONTOLOGIA LTDA,ORAL FLEX,18.905.254/0001-14,8630504,Atividade odontológica,"SETOR  DE DIVERSAO NORTE CONJUNTO A SALA, 4047, ASA NORTE, CEP 70077900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 82751913,(61) 30345995,atendimentooralflex@gmail.com,2013-09-17,155,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sim,210000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 19 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 73 | NOTA 73/100
