cnpj_basico,cnpj,identificador_matriz_filial,razao_social,nome_fantasia,cnae_fiscal_principal,cnae_descricao,origem_recorte,cnae_fiscal_secundaria,logradouro,numero,complemento,bairro,cep,id_municipio,telefone_1,telefone_2,email,data_inicio_atividade,idade_meses,porte,capital_social,natureza_juridica,opcao_simples,data_opcao_simples,opcao_mei,n_unidades_df,n_unidades_br,n_ufs,n_cnpjs_no_endereco,endereco_suspeito
35540950,35540950000193,1,CEILANDIA ODONTOLOGIA LTDA,CEILANDIA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,8640205,QUADRA QNM 18 CONJUNTO A LOTE,06,SALA  05 06 07 08         PAVMTO2,CEILANDIA NORTE (CEILANDIA),72210181,5300108,(61) 33758693,,admcld@orthopride.com.br,2019-11-18,81,3,300000.0,2062,,,,1,1,1,5,false
21006753,21006753000184,1,CLINICA ODONTOLOGICA FERREIRA S/S LTDA,BLU ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,8640205,SETOR SDN CONJUNTO A SALA,4017,      CONJUNTO NACIONAL,ASA NORTE,70077900,5300108,(61) 39640691,,cleanodontologia.1@gmail.com,2014-08-18,144,5,300000.0,2240,0,2021-01-01,0,1,1,1,1,false
59449034,59449034000100,1,SMILLES ODONTOLOGIA ESPECIALIZADA LTDA,SMILLES ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,"AVENIDA AVENIDA RECANTO DAS EMAS, QUADRA 102",SN,LOTE  04                  LOJA  12,RECANTO DAS EMAS,72600200,5300108,(61) 99540705,(0000) 00000000,odontosmilles@gmail.com,2025-02-13,18,1,300000.0,2062,1,2025-02-13,0,1,1,1,11,true
28532458,28532458000100,1,FACE ODONTOLOGIA E RADIOLOGIA LTDA,,8630504,Atividade odontológica,cnae_principal,8640205,QUADRA QUADRA 3 LOTE 01 SALAS,1 E 2,,SETOR NORTE (BRAZLANDIA),72705030,5300108,(61) 96487441,,clinicaodontologicaisob@gmail.com,2017-08-29,108,1,300000.0,2062,0,2020-01-01,0,1,1,1,1,false
04243149,04243149000152,1,CLINICA DE ORTODONTIA AURENITA LUSTOSA & CIA LTDA,LUSTOSA ORTODONTIA,8630504,Atividade odontológica,cnae_principal,9602502,SETOR SCN QUADRA 05 BLOCO A,50,SALA  509 510 E 511,ASA NORTE,70715900,5300108,(61) 32254070,,contato@afinkocontabilidade.com.br,2001-01-23,307,1,272000.0,2062,0,2015-01-01,0,1,1,1,166,true
00059265,00059265000165,1,DUTRA CLINIC ODONTOLOGIA INTEGRADA LTDA,,8630504,Atividade odontológica,cnae_principal,,QUADRA QE 01 AREA ESPECIAL F SALAS 301 E 302,S/N,,GUARA,71020001,5300108,(61) 35678700,,,1994-05-05,387,3,270000.0,2062,,,,1,1,1,20,true
01034453,01034453000282,2,IORB SERVICOS ADMINISTRATIVOS LTDA,IORB,8630504,Atividade odontológica,cnae_principal,,SCN  QD 02 BL D ENTR A,S/N,SALAS 315 E 319,ASA NORTE,70310500,5300108,,,,1995-06-07,374,3,257000.0,2062,1,2022-01-01,0,1,2,1,1229,true
37337033,37337033000131,1,INSTITUTO ODONTOLOGICO CAMILA REIS LTDA,INSTITUTO ODONTOLOGICO CAMILA REIS,8630504,Atividade odontológica,cnae_principal,,SETOR SCN QUADRA 05 BLOCO A ENTRADA,50,SALA  502 E 503,ASA NORTE,70715010,5300108,(61) 35326259,,institutocamilareis@gmail.com,2020-06-05,74,1,250132.0,2062,,,,1,1,1,28,true
17317908,17317908000126,1,ARTDENT ODONTOLOGIA LTDA,ARTDENT ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA EQNN 18/20 BLOCO B LOTE,01,,CEILANDIA,72220552,5300108,(61) 91125352,,raniericrosara1@gmail.com,2012-12-17,164,1,250000.0,2062,1,2023-01-01,0,1,1,1,1,false
55435992,55435992000171,1,AME ODONTOLOGIA LTDA,AME ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QI 4 CONJUNTO U LOTE,05,,GUARA I,71010212,5300108,(61) 30552882,,odontoexcellenceguara2024@gmail.com,2024-06-07,26,1,250000.0,2062,1,2024-06-07,0,1,1,1,2,false
48884524,48884524000119,1,CLINICA VILELA ODONTOLOGIA LTDA,CLINICA VILELA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,8640205,RUA 12 CHACARA 137 ACESSO RUA 10 LOTE,02,SLJ   01,SETOR HABITACIONAL VICENTE PIRES,72007485,5300108,(61) 81568744,(0000) 00000000,gleidiane.psousa@gmail.com,2022-12-14,44,1,250000.0,2062,1,2022-12-14,0,1,1,1,1,false
41179264,41179264000131,1,R R SOUSA PRESTADORA DE SERVICOS ODONTOLOGICOS LTDA,RR- ODONTOLOGIA REABILITADORA,8630504,Atividade odontológica,cnae_principal,,SETOR CENTRAL RES LADO LESTE AREA ESPECIAL,24/25,BLOCO A                   APT   803,SETOR CENTRAL (GAMA),72405135,5300108,(61) 33723074,,santoscontabil499@hotmail.com,2021-03-11,65,1,250000.0,2062,1,2021-03-11,0,1,1,1,55,true
43288713,43288713000105,1,MERAKI ODONTOLOGIA LTDA,MERAKI ODOTONLOGIA,8630504,Atividade odontológica,cnae_principal,,RUA COPAIBA LOTE,01,      TORRE A SALA 2107,NORTE (AGUAS CLARAS),71919540,5300108,(61) 99175318,(61) 30397156,rfcontabil10@gmail.com,2021-08-26,60,1,250000.0,2062,1,2026-01-01,0,1,1,1,889,true
25337790,25337790000126,1,PAULO ROBERTO ZANGEROLAMI JUNIOR LTDA,IZO INSTITUTO ODONTOLOGICO,8630504,Atividade odontológica,cnae_principal,,QUADRA QNM 3 CONJUNTO A LOTE,06,SALA  01,CEILANDIA SUL (CEILANDIA),72215031,5300108,(61) 30113647,,paulorzjpop@hotmail.com,2016-08-01,120,1,250000.0,2062,1,2026-01-01,0,1,1,1,2,false
18661055,18661055000108,1,SALLUM - ODONTOLOGIA ESPECIALIZADA LTDA,SALLUM - ODONTOLOGIA ESTETICA,8630504,Atividade odontológica,cnae_principal,,"QUADRA SGAS 616 CONJ A BLOCO B SALAS 231,233 E 235",SN,,ASA SUL,70200760,5300108,(61) 32250655,,brendo@cclcontabilidade.com.br,2013-08-08,156,5,250000.0,2062,1,2026-01-01,0,1,1,1,82,true
50658989,50658989000101,1,CLINICA ODONTOLOGICA HENDGES AC LTDA,CLINICA ODONTOLOGICA HENDGES AC,8630504,Atividade odontológica,cnae_principal,3250706,RUA COPAIBA LOTE,1,BLOCO TORRE A             SALA  SALA 2610 E 2611,NORTE (AGUAS CLARAS),71919540,5300108,(61) 99050710,(0000) 00000000,dr.raulhendges@gmail.com,2023-05-12,39,1,250000.0,2062,1,2023-05-12,0,1,1,1,298,true
36720801,36720801000179,1,J L PATROCINIO ODONTOLOGIA,PS ODONTO- PRONTO SOCORRO ODONTOLOGICO,8630504,Atividade odontológica,cnae_principal,8640205,QUADRA QS 03,9,LOTE  3 5 7 E 9           SALA  412                 COND  PATIO CAPITAL,AREAL (AGUAS CLARAS),71953000,5300108,(61) 30219394,,santoscontabil499@hotmail.com,2020-03-18,77,1,250000.0,2135,0,2020-03-18,0,1,1,1,45,true
49924528,49924528000146,1,INSTITUTO ALBERT ANDRADE LTDA,INSTITUTO ALBERT ANDRADE,8630504,Atividade odontológica,cnae_principal,,RUA RUA 10 CHACARA 154,27C,,SETOR HABITACIONAL VICENTE PIRES,72007565,5300108,(61) 95438080,,odontologia@institutoalbertandrade.com,2023-03-14,41,1,250000.0,2062,1,2023-03-14,0,1,1,1,2,false
41014270,41014270000139,1,PORTO DUTRA ODONTOLOGIA LTDA,PRIORIZE ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,"8640205,8690999",QUADRA QNM 1 CONJ H LOTE 22,S/N,,CEILANDIA SUL (CEILANDIA),72215018,5300108,(61) 93712000,,priorizeceilandia@gmail.com,2021-02-26,66,1,250000.0,2062,1,2026-01-01,0,1,1,1,20,true
40277165,40277165000120,1,LUEUR CLINIQUE LTDA,LUEUR CLINIQUE,8630504,Atividade odontológica,cnae_principal,"3250706,8630501,8630503,8640299,8690901,9602502","QUADRA SCN QUADRA 01, BLOCO G, SALAS 112 E 113",S/N,EDIF  ESPLANADA BUSINESS,ASA NORTE,70711070,5300108,(61) 91882055,,adm@lueurclinique.com,2021-01-06,67,1,250000.0,2062,1,2021-01-06,0,1,1,1,29,true
39790122,39790122000164,1,NAOS ODONTOLOGIA LTDA,NAOS - ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,8640205,QUADRA QNA 16 LOTE,13,LOJA  01,TAGUATINGA NORTE (TAGUATINGA),72110160,5300108,(61) 82181764,,naosodontologia@gmail.com,2020-11-16,69,3,250000.0,2062,,,,1,1,1,1,false
44121045,44121045000190,1,LR ODONTOCLINICA LTDA,ODONTOCOMPANY ASA NORTE - BRASILIA/DF,8630504,Atividade odontológica,cnae_principal,"8640205,8640207",QUADRA SHCGN CR QD 712/713 BLOCO B LOJA,22,TERREO,ASA NORTE,70760620,5300108,(34) 97721460,,asanorteodontocompany@gmail.com,2021-11-04,57,3,250000.0,2062,0,2024-01-01,0,1,1,1,1,false
31384293,31384293000181,1,HR ODONTOLOGIA LTDA,SORRIR BRASIL ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,3250706,QUADRA QN 318 CONJUNTO 3 LOTE,1/2,,SAMAMBAIA SUL (SAMAMBAIA),72308703,5300108,(61) 33587070,(61) 84421993,sbsamambaia@gmail.com,2018-08-30,96,1,250000.0,2062,1,2018-08-30,0,1,1,1,1,false
57007444,57007444000176,1,ILUMINART ODONTOLOGIA ESPECIALIZADA LTDA,ILUMINART ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,QUADRA QNO 3 CONJUNTO B,SN,LOTE  44,CEILANDIA NORTE (CEILANDIA),72250302,5300108,(61) 82111499,,priscilaferreirasouz@gmail.com,2024-08-26,24,1,250000.0,2062,,,,1,1,1,5,false
23125049,23125049000176,1,DF HOSPITAL ODONTOLOGICO LTDA,DF HOSPITAL ODONTOLOGICO,8630504,Atividade odontológica,cnae_principal,"8599604,8630501,8640205",QUADRA CSB 1 LOTE 03,S/N,LOJA                      01PARTE A           EDIF  VIT                 ORIA REGIA I,TAGUATINGA SUL (TAGUATINGA),72015930,5300108,(61) 30279595,,,2015-08-20,132,5,230000.0,2062,,,,2,2,1,1,false
38268075,38268075000120,1,JARDIM BOTANICO ODONTOLOGIA LTDA,JARDIM BOTANICO ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,6810202,SETOR POLO DE ARTESANATO DF 001 KM 27 LOJA,19,TERREO,SETOR DE HABITACOES INDIVIDUAIS SUL,71679600,5300108,(11) 26711111,,jardimbotanico.odonto@gmail.com,2020-08-28,72,1,224684.0,2062,0,2020-08-28,0,1,1,1,2,false
09654362,09654362000170,1,HARMONIE ORAL LTDA,HARMONIE ORAL,8630504,Atividade odontológica,cnae_principal,,SETOR SHLS QD 716 BLOCO F,S/N,CONJ  211                 EDIF  C C OSWALDO CRUZ,ASA SUL,70390900,5300108,(61) 32020408,,institutoharmonieoral@gmail.com,2008-06-10,218,1,220000.0,2062,,,,1,1,1,10,true
18905254,18905254000114,1,CLINICA ORALFLEX ODONTOLOGIA LTDA,ORAL FLEX,8630504,Atividade odontológica,cnae_principal,3250706,SETOR  DE DIVERSAO NORTE CONJUNTO A SALA,4047,,ASA NORTE,70077900,5300108,(61) 82751913,(61) 30345995,atendimentooralflex@gmail.com,2013-09-17,155,3,210000.0,2062,1,2023-01-01,0,1,1,1,1,false
20320346,20320346000184,1,COB CENTRO ODONTOLOGICO DE BRASILIA LTDA,COB CENTRO ODONTOLOGICO DE BRASILIA,8630504,Atividade odontológica,cnae_principal,8640205,SETOR SRTVS QUADRA 701 BLOCO K SALA 217 E 218,SN,EDIF  EMBASSY TOWER BSB,ASA SUL,70340908,5300108,(61) 81759394,(61) 81919292,odontologiacobw@gmail.com,2014-04-10,148,3,210000.0,2240,,,,2,2,1,37,true
10235177,10235177000120,1,RB ORTODONTIA S/S,ALEGRA ORTODONTIA,8630504,Atividade odontológica,cnae_principal,,AVENIDA CSB 2 LT 1/2/3/4 SL 932/934,S/N,      TORRE B                   ALAMEDA TOWER,TAGUATINGA SUL,72015525,5300108,(61) 32017422,,renatocontabil@terra.com.br,2008-07-30,217,1,205000.0,2232,1,2025-01-01,0,1,1,1,53,true
39732974,39732974000103,1,CONSULTORIO DR. LUCIANO BENELLI MARCONDES DE MELLO LTDA,CONSULTORIO DR. LUCIANO BENELLI MARCONDES DE MELLO,8630504,Atividade odontológica,cnae_principal,,AVENIDA CENTRAL 881 SALA,101,,VILA NOVA (SAO SEBASTIAO),71693165,5300108,(61) 98323148,,luzcon.contabilidade@gmail.com,2020-11-10,69,1,200000.0,2062,0,2025-01-01,0,1,1,1,1,false
49082815,49082815000156,1,AG ODONTOLOGIA LTDA,AG ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QNM 21 CONJUNTO B,S/N,LOTE  24,CEILANDIA SUL (CEILANDIA),72215212,5300108,(61) 82955353,(0000) 00000000,economistarodrigues@gmail.com,2023-01-06,43,5,200000.0,2062,1,2026-01-01,0,1,1,1,5,false
21992890,21992890000135,1,IDF CLINICA ODONTOLOGICA LTDA,IDF ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,3250706,QUADRA QUADRA 1 CONJUNTO G,SN,LOTE  19                        SALA 305 E 306      EDIF  SABIN,SETOR SUL (GAMA),72410107,5300108,(61) 33852305,,,2015-03-04,137,1,200000.0,2062,1,2024-01-01,0,1,1,1,7,false
56043106,56043106000127,1,RAQUEL DE OLIVEIRA GONCALVES NATURE CLINICA ODONTOLOGICA,NATURE CLINICA ODONTOLOGICA,8630504,Atividade odontológica,cnae_principal,"9602502,4618402,3250706","CONDOMINIO IMPERIO DOS NOBRES , MC 1 LOTE",05,LOJA  01,CONDOMINIO IMPERIO DOS NOBRES (SOBRADINHO),73252105,5300108,(61) 99442113,(0000) 00000000,anacontabildf@gmail.com,2024-07-23,25,1,200000.0,2135,1,2024-07-23,0,1,1,1,3,false
29590827,29590827000184,1,LUNA ODONTOLOGIA ESPECIALIZADA LTDA,LUNA ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,"3250706,8640205",RUA 5 NORTE LOTE,03,SALA  413,NORTE (AGUAS CLARAS),71907720,5300108,(61) 33530153,,lunaodontodf@gmail.com,2018-02-01,102,1,200000.0,2062,1,2025-01-01,0,1,1,1,56,true
45052822,45052822000154,1,ORAL UNIC ASA SUL LTDA,ORAL UNIC,8630504,Atividade odontológica,cnae_principal,,QUADRA SCL/S QUADRA 102,0,BLOCO D                   QUADRA102                       SHCS CL             LOJA  35 RUV,ASA SUL,70297400,5300108,(62) 81358989,,drcaiosartorio@gmail.com,2022-01-28,55,5,200000.0,2062,,,,1,1,1,7,false
50336792,50336792000148,1,PERSONALITE INSTITUTO ODONTOLOGICO LTDA,INTENSE ODONTOLOGIA INTEGRADA,8630504,Atividade odontológica,cnae_principal,9602502,AVENIDA PAU BRASIL,06,SALA  1306,NORTE (AGUAS CLARAS),71916500,5300108,(61) 35443386,(61) 35443386,intenseodonto23@gmail.com,2023-04-17,40,1,200000.0,2062,1,2023-04-17,0,1,1,1,195,true
41815869,41815869000171,1,INSTITUTO MR CIRURGIA E TRAUMATOLOGIA BUCOMAXILOFACIAL LTDA,INSTITUTO MR CIRURGIA E TRAUMATOLOGIA BUCOMAXILOFACIAL,8630504,Atividade odontológica,cnae_principal,,SETOR SHLS CENTRO CLINICO SUL,S/N,QUADRA716                 CONJ  L                   BLOCO 2                   SALA  222,ASA SUL,70390700,5300108,(88) 99247057,,somacontabilidade2022@gmail.com,2021-05-04,63,1,200000.0,2062,1,2022-01-01,0,1,1,1,119,true
42656154,42656154000186,1,ODONTOMAGIC SERVICOS ODONTOLOGICOS LTDA,ODONTOMAGIC,8630504,Atividade odontológica,cnae_principal,,SETOR SHLS QUADRA 716 CONJUNTO L SALA,420,SALA  422,ASA SUL,70390700,5300108,(61) 84088408,,contato@parametrocontabilidade.com.br,2021-07-09,61,1,200000.0,2062,1,2024-01-01,0,1,1,1,1,false
29208119,29208119000136,1,DANIELA DE CARVALHO MARTINS,CLINICA ORTHOVIPI,8630504,Atividade odontológica,cnae_principal,,QUADRA EQ 52/54 PJ 09,206,SALA  204                 SALA  206                 SALA  208,GAMA,72404903,5300108,(61) 32631764,(61) 86181437,orthovipi@outlook.com,2017-12-05,104,1,200000.0,2135,0,2017-12-05,0,1,1,1,1,false
35502062,35502062000186,1,VERVE CLINICA ODONTOLOGICA LTDA,CLINICA VERVE,8630504,Atividade odontológica,cnae_principal,9602502,SETOR SHLN,S/N,SALA  113                 BLOCO A                   EDIF  BIOSPHERE HEALTH CE CONJ  I,ASA NORTE,70770560,5300108,(61) 83536262,,verve.odontologia@gmail.com,2019-11-13,81,3,200000.0,2062,1,2025-01-01,0,1,1,1,74,true
11438103,11438103000154,1,ORTHOS TAGUATINGA ODONTOLOGIA LTDA,ORTHOS TAGUATINGA,8630504,Atividade odontológica,cnae_principal,"8630503,8650002,8650003,8650006",QUADRA QS 3 LOTES 03 A 09 LOJA,06,,AREAL (AGUAS CLARAS),71953000,5300108,(61) 39012015,,taguatinga@orthosonline.com.br,2009-12-11,200,5,200000.0,2062,,,,1,1,1,1,false
24915209,24915209000143,1,CENTRO ODONTOLOGICO SAO CARLOS LTDA,CLINICA MONTE CARLOS,8630504,Atividade odontológica,cnae_principal,,QNJ 17 CASA,18,,TAGUATINGA,72140170,5300108,(061) 3712510,,,1988-06-15,458,1,200000.0,2062,0,2015-01-01,0,1,1,1,3,false
55445922,55445922000102,1,AVANTT SMILE CENTRO ODONTOLOGICO LTDA,AVANTT SMILE CENTRO ODONTOLOGICO ESPECIALIZADO LTDA,8630504,Atividade odontológica,cnae_principal,3250706,QUADRA QUADRA 23,S/N,LOTE  01                  SALA  01 E 02,SETOR LESTE (GAMA),72460230,5300108,(61) 86642563,(0000) 00000000,gabryelpatriciofaria@gmail.com,2024-06-07,26,3,200000.0,2062,1,2026-01-01,0,1,1,1,11,true
54934523,54934523000134,1,INSTITUTO ANNA ODONTOLOGIA LTDA,INSTITUTO ANNA,8630504,Atividade odontológica,cnae_principal,,"QUADRA SGAS QD 616, CONJUNTO A",SN,COND  LINEA VITTA         BLOCO C                   SALA  14,ASA SUL,70200760,5300108,(61) 96723017,,annavitoriadmarques@gmail.com,2024-04-29,28,1,200000.0,2062,1,2024-04-29,0,1,1,1,82,true
55497683,55497683000126,1,CLINICA SPECCHIO ODONTOLOGIA E ESTETICA LTDA,CLINICA SPECCHIO,8630504,Atividade odontológica,cnae_principal,"9602502,8599604",QUADRA SCN QD,05,BLOCO A                   SALA  328,ASA NORTE,70715900,5300108,(61) 81278962,(0000) 00000000,contato.adrielequeiroz@gmail.com,2024-06-12,26,1,200000.0,2062,1,2024-06-12,0,1,1,1,37,true
57725601,57725601000189,1,CLINICA ODONTOLOGICA CIRURGICA SAMAMBAIA LTDA,ORAL UNIC SAMAMBAIA,8630504,Atividade odontológica,cnae_principal,"3250706,8640205",QUADRA QUADRA 202 CONJUNTO 3 LOTE 7 E 8,S/N,SALA  5A E 5B,SAMAMBAIA NORTE (SAMAMBAIA),72316043,5300108,(11) 63036261,(0000) 00000000,oralunicsamambaia@gmail.com,2024-10-17,22,1,200000.0,2062,,,,1,1,1,8,false
45431868,45431868000184,1,CDB CENTRO ORTODONTIA DE BRASILIA LTDA,CDB CENTRO ORTODONTIA DE BRASILIA,8630504,Atividade odontológica,cnae_principal,"3250706,4772500",QUADRA SDN CNB SL 5078 CONJUNTO A,SN,      SHOPPING CONJUNTO NA,ASA NORTE,70077900,5300108,(61) 91672455,,ailtonresende@gmail.com,2022-02-24,54,1,200000.0,2062,,,,1,1,1,251,true
45395978,45395978000138,1,CLINICA ODONTO FAMILLE LTDA,ODONTO FAMILLE,8630504,Atividade odontológica,cnae_principal,"8599604,8630501,8630502,8630503,8640201,8640202,8650002,8650003,8650007,9602502",QUADRA CL 202 LOTE D-01,S/N,SALA  111. 112. 113 E 114,SANTA MARIA,72502224,5300108,(61) 30381220,,contato@odontofamille.com.br,2022-02-22,54,3,200000.0,2062,1,2022-02-22,0,1,1,1,1,false
42142921,42142921000139,1,TEIXEIRA GONTIJO ODONTOLOGIA LTDA,PROSPERE ODONTOLOGIA E FACE,8630504,Atividade odontológica,cnae_principal,,AVENIDA AVENIDA RECANTO DAS EMAS QUADRA 300 LOTE,24,LOJA  02,RECANTO DAS EMAS,72620100,5300108,(61) 99358813,,amandateixz@gmail.com,2021-05-31,63,1,200000.0,2062,0,2021-05-31,0,1,1,1,2,false
19262019,19262019000134,1,MEDICAL CENTER INSTITUTO LTDA,MEDICAL CENTER,8630504,Atividade odontológica,cnae_principal,"8630503,9602502",QUADRA Q SDN CONJUNTO A,S/N,SALA  5032,ASA NORTE,70077900,5300108,(61) 99999999,,contabilidade@gmail.com,2013-11-16,153,3,200000.0,2062,0,2013-11-16,0,1,1,1,295,true
28368995,28368995000167,1,RENOVARI ODONTOLOGIA E ESTETICA FACIAL LTDA,RENOVARI ODONTOLOGIA E ESTETICA FACIAL,8630504,Atividade odontológica,cnae_principal,"3250706,8599604,8640205,9602502",QUADRA EQNO 9/11 BLOCO D LOTES 01 A,06,LOJA  02 E                SALA  02,CEILANDIA NORTE (CEILANDIA),72252504,5300108,(61) 96631647,,fredericorodger@gmail.com,2017-08-08,108,1,200000.0,2062,0,2017-08-08,0,1,1,1,1,false
46919513,46919513000100,1,FILIPE FIGUEREDO DE CARVALHO ODONTOLOGIA,INTEGRATTO ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,3250706,"RUA RUA 12 CHACARA 313, LOTE",2,SALA  104,SETOR HABITACIONAL VICENTE PIRES,72007780,5300108,(61) 83436260,(0000) 00000000,odontologia.integratto@gmail.com,2022-06-27,50,1,200000.0,2135,1,2022-06-27,0,1,1,1,2,false
34176393,34176393000100,1,TAGUATINGA CENTRO ODONTOLOGIA LTDA,TAGUATINGA CENTRO ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA C 8 LOTE,06,SALA  06,TAGUATINGA CENTRO (TAGUATINGA),72010080,5300108,(61) 35730945,,admtag@orthopride.com.br,2019-07-11,85,3,200000.0,2062,0,2019-07-11,0,1,1,1,2,false
00852632,00852632000183,1,IBO - INSTITUTO BRASILIENSE DE ODONTOLOGIA LTDA,IBO CLINICA E PLANTAO 24 HORAS,8630504,Atividade odontológica,cnae_principal,3250706,SHC/SUL CL QD 406 BLOCO A LOJAS 25 E 35,S/N,,ASA SUL,70255510,5300108,,,,1984-10-08,502,5,200000.0,2062,,,,1,1,1,4,false
41364674,41364674000152,1,JWS ODONTOLOGIA INTEGRADA LTDA,INTEGRALI ODONTOLOGIA HOSPITALAR ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,QUADRA SRTVN QUADRA 701 ALA A CONJUNTO C SALA,715,,ASA NORTE,70719903,5300108,(61) 98485396,,,2021-03-26,65,3,200000.0,2062,1,2021-03-26,0,1,1,1,1,false
54205819,54205819000114,1,CLINICA ODONTOLOGICA AGUAS CLARAS LTDA,ORAL UNIC,8630504,Atividade odontológica,cnae_principal,"3250706,8640205",AVENIDA JACARANDA,S/N,LOJA  01 E 02             LOTE  43,SUL (AGUAS CLARAS),71927540,5300108,(61) 98429926,,gabrielsmaniotto18@gmail.com,2024-03-06,29,3,200000.0,2062,,,,1,1,1,55,true
40581731,40581731000192,1,BRUNETTI & ROSSI ODONTOLOGIA E SAUDE LTDA,BRUNETTI & ROSSI ODONTOLOGIA E SAUDE,8630504,Atividade odontológica,cnae_principal,"8630501,8630502,8630503,8640299,8650002,8690901",QUADRA SHIS QI 11 BLOCO K LOJA,06,      AREA ESPECIAL       EDIF  ONZE,SETOR DE HABITACOES INDIVIDUAIS SUL,71625590,5300108,(61) 39634120,,drjonasbrunetti@gmail.com,2021-01-27,67,1,200000.0,2062,1,2026-01-01,0,1,1,1,2,false
42658588,42658588000115,1,AMICI ODONTOLOGIA LTDA,AMICI ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,"6621501,6621502,7119704,8599604,8599699,8640205",AVENIDA PAU BRASIL LOTE,10,SALA  1409,SUL (AGUAS CLARAS),71926000,5300108,(61) 98180077,,clinicaamiciodontologia@gmail.com,2021-07-09,61,3,200000.0,2062,0,2021-07-09,0,1,1,1,329,true
31408986,31408986000167,1,GUTIERREZ & FREITAS ODONTOLOGIA LTDA,BELLA ODONTOLOGIA E ORTODONTIA AVANCADA,8630504,Atividade odontológica,cnae_principal,"8690901,9602502",SETOR SETOR M QNM 5 CJ B LT 47,S/N,SALA  103 - 104 - 105,CEILANDIA,72215052,5300108,(61) 30323402,,bellaodontologia@gmail.com,2018-09-03,95,1,200000.0,2062,1,2024-01-01,0,1,1,1,6,false
47770872,47770872000100,1,ODONTO CENTRO LTDA,ATENDIMENTO 24 HORAS,8630504,Atividade odontológica,cnae_principal,,QUADRA QNM 17 CONJUNTO B LOTE,04,SALA  203,CEILANDIA SUL (CEILANDIA),72215172,5300108,(61) 85450764,,odontocentro2022@gmail.com,2022-08-30,48,3,200000.0,2062,1,2022-08-30,0,1,1,1,7,false
04401387,04401387000149,1,CLINICA ODONTOLOGICA ORTORISO LTDA,CLINICA ORTORISO,8630504,Atividade odontológica,cnae_principal,,QUADRA 08 BLOCO 22 LOTE 04 SALAS 01 E,02,,SOBRADINHO,73005080,5300108,(61) 5910002,,,2001-04-25,304,3,200000.0,2062,,,,2,2,1,8,false
33113297,33113297000150,1,CLINICA VITA ODONTOLOGIA LTDA,CLINICA VITA,8630504,Atividade odontológica,cnae_principal,,"QUADRA SEPS 714/914, CONJUNTO E, SALA",324,      PARTE A,ASA SUL,70390145,5300108,(61) 92618933,,drfabriciogomides@hotmail.com,2019-03-22,89,1,200000.0,2062,0,2020-01-01,0,1,1,1,3,false
13889462,13889462000153,1,CLINICA ODONTOLOGICA ISSY LTDA,CLINICA ISSY,8630504,Atividade odontológica,cnae_principal,"3250706,4618402,6550200,6622300,8630502",QUADRA QNM 17 CONJUNTO B LOTE,04,SALA  203,CEILANDIA SUL (CEILANDIA),72215172,5300108,(61) 99568011,,clinicaissy@gmail.com,2011-06-29,182,1,200000.0,2062,,,,1,1,1,7,false
57684439,57684439000106,1,OLIVEIRA ODONTOLOGIA BONATTI LTDA,,8630504,Atividade odontológica,cnae_principal,8640205,"RUA 08 NORTE LOTES 04, 06 E 08 BLOCO C",S/N,LOJA  10,NORTE (AGUAS CLARAS),71908360,5300108,(61) 81771705,(0000) 00000000,thiagoamaralampla@gmail.com,2024-10-14,22,3,200000.0,2062,1,2026-01-01,0,1,1,1,30,true
09431884,09431884000103,1,GABRIELA LOPES ODONTOPEDIATRIA LTDA,FABULA ODONTOPEDIATRIA E ORTODONTIA,8630504,Atividade odontológica,cnae_principal,,"SETOR SETOR COMERCIAL NORTE, QUADRA 02, BLOCO D, ENTRADA B",SN,SALA  1108 1110 E 1111,ASA NORTE,70712903,5300108,(61) 99675834,,gabimlopes@gmail.com,2008-03-10,221,5,190000.0,2062,,,,2,2,1,90,true
05140119,05140119000183,1,CLINORTO CLINICA ODONTOLOGICA LTDA,CLINORTO,8630504,Atividade odontológica,cnae_principal,,SH/SUL QUADRA 06 CONJ A BLOCO E,S/N,SALA 326,BRASILIA,70316000,5300108,(61) 2245698,,,2002-07-04,289,1,187000.0,2062,1,2025-01-01,0,1,1,1,124,true
