cnpj,cnpj_basico,nome_fantasia,razao_social,cnae,identificador_matriz_filial,tipo_logradouro,logradouro,numero,complemento,bairro,cep,ddd_1,telefone_1,ddd_2,telefone_2,email,data_inicio_atividade,idade_meses,porte,capital_social,natureza_juridica,opcao_simples,n_unidades_df,n_mesma_sala,n_mesmo_predio
50060371000137,50060371,,SABRINA PEIXOTO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,"COPAIBA, 01, DF PLAZA",216,BLOCO E,NORTE (AGUAS CLARAS),71919540,61,94298455,61,94298199,sabrinapeixoto.adv@gmail.com,2023-03-23,41,1,1000.0,2321,0,1,1,1
26170821000160,26170821,,MONORI - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,W5 SUL Q 902 MOD 74,S/N,SALA  123/124             BLOCO B                   EDIF  ATHENAS,BRASILIA,70390020,61,30415998,,,administrativo@monoriadv.com,2016-04-06,124,5,5070200.0,2321,1,1,1,39
00140626000365,00140626,SACHA CALMON CONSULTORES E ADVOGADOS,"SACHA CALMON - MISABEL DERZI, CONSULTORES E ADVOGADOS",6911701,2,SETOR,SHIS QI 11 CJ 10 LT 5,S/N,,LAGO SUL,71625300,31,32890900,,,administracao@sachacalmon.com.br,2005-10-04,250,5,2000.0,2232,0,1,,7
05870544000128,05870544,,COELHO E OLIVEIRA ADVOGADOS ASSOCIADOS,6911701,1,SETOR,"SETOR COMERCIAL SUL, QUADRA 1, BLOCO G, SALA 1101",1,SALA  1101,ASA SUL,70309900,61,30372768,,,advocacia@coelhoeoliveira.com.br,2003-06-30,278,5,5000.0,2232,1,1,1,2
48694401000115,48694401,,GRUCCI SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SIG QUADRA 02,S/N,LOTE  420 E 440           SALA  113 E 115,ZONA INDUSTRIAL,70610420,61,82111033,,,flaviogrucci@gmail.com,2022-11-22,45,5,2000.0,2321,1,1,1,151
22808473000152,22808473,CORREA E SOUSA ADVOGADOS,CORREA E SOUSA ADVOGADOS,6911701,1,SETOR,SHIS QI 9 CONJUNTO 5,SN,CASA: 17;,SETOR DE HABITACOES INDIVIDUAIS SUL,71625050,61,81689266,,,,2015-06-26,134,5,9000.0,2232,1,1,1,1
51696303000121,51696303,,CELSO HENRIQUE BERNARDES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,RUA 10 CHACARA 323/1 LOTE 3B APTO,210,,SETOR HABITACIONAL VICENTE PIRES,72007403,61,81624448,,,celsohbernardes@gmail.com,2023-08-04,36,3,10000.0,2321,1,1,,1
29410712000160,29410712,ARAUJO PAZ ADVOGADOS,ARAUJO PAZ ADVOGADOS,6911701,1,QUADRA,SHIN QI 2 CONJUNTO 5 CASA,13,,SETOR DE HABITACOES INDIVIDUAIS NORTE,71510050,61,20991240,,,kvanessa_araujo@yahoo.com.br,2017-12-15,104,5,50000.0,2232,1,1,,2
57134846000131,57134846,,LOUZEIRO DE SOUZA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHCGN CLRN 710 BL E LT 20,S/N,,PLANO PILOTO,70750535,61,98174578,89,99900325,kelvys@louzeirodesouzaadv.com.br,2024-09-03,23,5,1420.0,2321,1,1,,3
54497325000150,54497325,,CHERISTEN MARQUES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,CONDOMINIO JARDIM DOS ANGELINS - QC 11 RUA H TORRE H3,APT 24,,JARDINS MANGUEIRAL (JARDIM BOTANICO),71687596,61,99074993,61,93738381,cheristtenmarques.adv@gmail.com,2024-03-27,29,5,5000.0,2321,1,1,,1
67003673000257,67003673,,"MATTOS FILHO, VEIGA FILHO, MARREY JR. E QUIROGA ADVOGADOS",6911701,2,SETOR,SETOR COMERCIAL SUL Q 9 LT C,S/N,BLOCO B                   ANDAR 12,BRASILIA,70308200,11,31477600,,,adriano.santos@mattosfilho.com.br,1993-09-24,395,5,2220000.0,2232,0,1,1,147
51797720000160,51797720,,EDER FERNANDO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SETOR L NORTE QNL 4 CJ J LT 13,S/N,,TAGUATINGA,72155410,61,93378870,,,eder.fernando@ederfernando.adv.br,2023-08-14,36,5,30000.0,2321,1,1,,1
36900455000100,36900455,,ALAN DE SOUSA PEREIRA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHCS CR QD 502 BLOCO C LOJA 37 PARTE,2081,,ASA SUL,70330530,61,86563103,,,advocaciaalandesousa@gmail.com,2020-04-08,76,5,1000.0,2321,0,1,,1
12422504000189,12422504,,"DUTRA, MENESES, MUNIZ & MOURA ADVOGADOS",6911701,1,SETOR,SHIS QL 12 CJ 13 LT 1,S/N,,LAGO SUL,71630335,61,35264933,,,kledsonmoura@hotmail.com,2010-08-06,192,5,10000.0,2232,1,1,,3
38826072000165,38826072,,PAULO MIRANDA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,C 12 BLOCO G LOTES,1/2,SALA  404,TAGUATINGA CENTRO (TAGUATINGA),72010120,61,85790509,,,,2020-09-24,71,5,10000.0,2321,0,1,1,10
05693689000109,05693689,,MEIRA MORAIS ADVOGADOS,6911701,1,QUADRA,SHIS QI 25 CONJUNTO 7,SN,LOTE  07,SETOR DE HABITACOES INDIVIDUAIS SUL,71660270,61,32483696,,,,2003-05-23,279,5,50000.0,2232,0,1,1,4
41978142000105,41978142,,MARCOS STALLONE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQS 113 BLOCO I,113,APT   101,ASA SUL,70376090,71,30120667,71,99710417,mstallone@tres.adv.br,2021-05-17,63,1,3000.0,2321,1,1,1,2
52383546000172,52383546,,NICOLE DUBUT SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHCS CR QD 516 BLOCO B,69,PAVMTO01,ASA SUL,70381525,61,81805541,,,contato@dubut.adv.br,2023-10-02,34,5,15000.0,2321,1,1,8,709
54495261000159,54495261,,ANDRE ALVES MARTINS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHIS QL 6 CONJUNTO 10,SN,CASA  10,SETOR DE HABITACOES INDIVIDUAIS SUL,71620105,61,33226728,,,contato@andremartins.adv.br,2024-03-27,29,1,100000.0,2321,0,1,2,7
45324782000152,45324782,,TARCISIO NEGREIROS - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QRSW 5 COMERCIO LOCAL 1 LOJA 20,20,EDIF  GOLDEN CENTER,SETOR SUDOESTE,70675550,61,99841213,,,tarcisionegreiros.adv@gmail.com,2022-02-16,54,5,10000.0,2321,1,1,1,1
24968311000107,24968311,,FATIMA TERESA CRUZ - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHS QUADRA 6,SN,CONJ  A                   BLOCO E                   SALA  327                 EDIF  BRASIL 21,ASA SUL,70316000,61,32241995,61,99766880,fatimatc@terra.com.br,2016-05-25,123,5,20000.0,2321,1,1,1,68
44195292000130,44195292,,FERNANDA MUNDIM - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,"4, LOTE 05, RESIDENCIAL CEDRO",1506,,NORTE (AGUAS CLARAS),71907540,61,98147844,,,advocacia.mundim@gmail.com,2016-12-02,116,5,1000.0,2321,1,1,,1
22575097000101,22575097,ADVOCACIA BETTIOL E JEAN CLEUTER SIMOES MENDONCA SCP,ADVOCACIA BETTIOL E JEAN CLEUTER SIMOES MENDONCA SCP,6911701,1,SETOR,SGAN 601,S/N,,ASA NORTE,70830010,61,45015050,61,45015095,contabilidade@bettiol.com.br,2011-05-20,183,5,10000.0,2127,0,1,,40
43100919000160,43100919,,GILDASIO PEDROSA-SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,COPAIBA,SN,"LOTE  1                   EDIF  DF CENTURY PLAZA    SALA  2513, TORRE B",AGUAS CLARAS SUL,71919900,61,98148157,,,gildasiopedrosa@gmail.com,2021-08-12,60,5,10000.0,2321,1,1,1,9
54442052000147,54442052,,JOICY DAMARES NUNES PEREIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SQS 407 BL J,S/N,APT   104,BRASILIA,70256100,61,81688353,,,damares.adv.df@gmail.com,2024-03-22,29,1,1000.0,2321,1,1,1,2
58544048000140,58544048,,ALESSANDRA DA CUNHA BORGES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,CRS 516 BLOCO B,0,LOTE  3B 4B,ASA SUL,70381525,41,98130414,,,meucnpj@contabilizei.com.br,2024-12-23,20,5,1000.0,2321,1,1,160,219
49369729000129,49369729,,SILVA MACIEL - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QN 108 CONJUNTO 1 BLOCO A ENTRADA B,S/N,APT   203                 COND  J. DE BARRO CANDANGO,SAMAMBAIA SUL (SAMAMBAIA),72302251,61,92262846,,,oliveirasmpriscila@gmail.com,2023-01-27,43,5,2000.0,2321,1,1,1,7
22158738000114,22158738,"BOAVENTURA, COELHO, LYRA & JUNGMANN ADVOGADOS","BOAVENTURA, COELHO, LYRA & JUNGMANN ADVOGADOS ASSOCIADOS",6911701,1,QUADRA,CCSW 2 LOTE 3,322,APT   322,SETOR SUDOESTE,70680265,61,99656885,61,81144341,bcadvogado@gmail.com,2015-02-25,138,5,4000.0,2232,0,1,1,1
59087906000138,59087906,,MICHAEL VIEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,COND. RESIDENCIAL,CASA,12,,GRANDE COLORADO,73105909,61,98420409,,,michaelmcvieira.adv@gmail.com,2025-01-24,19,5,1000.0,2321,1,1,,4
55107408000159,55107408,,SPYRATOS MARQUES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,RUA 4A BLOCOS 3 E 4,SN,APT   419,SETOR HABITACIONAL VICENTE PIRES,72006209,61,81213238,,,renataspyratos.adv@gmail.com,2024-05-13,27,1,1000.0,2321,1,1,1,9
42274397000150,42274397,,RAFAEL NUNES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,AREA,SRES AREA ESPECIAL BLOCO D,235,,CRUZEIRO VELHO,70640640,61,83410014,,,rafaell.direito@gmail.com,2021-06-10,62,1,50000.0,2321,1,1,,1
41176216000190,41176216,,DANIELLE MESQUITA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QUADRA 803 CONJUNTO 18,17,,RECANTO DAS EMAS,72650495,61,93146742,61,34347838,daniellemesquita.adv@gmail.com,2021-03-11,65,5,10000.0,2321,1,1,,3
14827579000175,14827579,"CARVALHO, SOUZA & RAULINO ADVOGADOS ASSOCIADOS",RAULINO E TELES ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SAUS QUADRA 4,S/N,BLOCO A                   EDIF  VICTORIA OFFICE TOWEANDAR 4                   SALA  430/431,ASA SUL,70070040,61,41413664,61,32249074,contato@camargoscontadores.com.br,2011-12-21,176,5,6000.0,2232,1,1,1,50
28558322000170,28558322,,GUILHERME ANDRE FRANTZ  SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHIN QI 16 CONJUNTO 5,SN,CASA  2,SETOR DE HABITACOES INDIVIDUAIS NORTE,71530250,61,30343882,,,,2017-08-14,108,5,1000.0,2321,1,1,1,2
24812662000124,24812662,SOUSA & MILER ADVOGADOS,SOCIEDADE MILER E ARAUJO ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SIG QUADRA 1,01,LOTE  385                 SALA  01                  EDIF  PLATINUM OFFICE,ZONA INDUSTRIAL,70610410,61,33448009,61,81545787,sousaemileradvogados@gmail.com,2016-05-04,123,5,15000.0,2232,0,1,1,8
09429991000105,09429991,ESCRITORIO DE ADVOCACIA MARTINS,LUISA LIMA BASTOS MARTINS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SCS QUADRA 1,S/N,BLOCO H                   PAVMTO14                  SALA  1401,ASA SUL,70301000,82,32485059,,,martins@escritoriomartins.adv.br,2008-03-06,221,5,10000.0,2321,0,1,1,57
23419012000150,23419012,RR ADVOGADOS,"ROCHA, RODRIGUES & ADVOGADOS ASSOCIADOS S/S",6911701,1,SETOR,SAUS QUADRA 4 LOTE 9/10,SN,SALA  120 E 121           BLOCO A                   EDIF  VICTORIA OFFICE TOWE,ASA SUL,70070938,61,33231186,,,gerencia@ctecnet.com.br,2015-06-26,134,5,20000.0,2232,1,1,1,142
15049503000129,15049503,PEIXOTO & CAVALCANTI ADVOGADOS,PEIXOTO & CAVALCANTI ADVOGADOS,6911701,1,QUADRA,SHIS QI 11 CONJUNTO 5 CASA,12,,SETOR DE HABITACOES INDIVIDUAIS SUL,71625250,61,30336464,61,32011211,secretaria@peixotoecavalcanti.com.br,2011-11-16,177,5,1000.0,2232,0,1,,2
54334410000106,54334410,,DIEGO CARVALHO PEREIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,"SBN, QD 01, BL F, ED. PALACIO DA AGRICULTURA, 17 ANDAR",1701,,ASA NORTE,70040908,27,99854141,,,diegocarvalho.advogado@gmail.com,2024-03-14,29,5,10000.0,2321,1,1,,32
39610713000102,39610713,,ALICE FERRARI SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHCN CL QUADRA 206 BLOCO A,S/N,SALA  06                        PARTE KR,ASA NORTE,70844510,61,98137807,,,contato@aliceferrari.adv.br,2020-10-29,70,5,10000.0,2321,1,1,1,60
50628086000170,50628086,,HORACIO LINHARES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SETOR COMERCIAL NORTE Q 4 BL B,S/N,,BRASILIA,70714020,61,98234732,,,ad.laisehoraciolinhares@gmail.com,2023-05-10,39,5,1000.0,2321,0,1,,593
45215364000127,45215364,,TAIS WERNER SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,"SGCV (ST GARAGENS E CONCES DE VEICULOS), LOTE",27/30,      TORRE E             SALA  604,ZONA INDUSTRIAL (GUARA),71215100,61,81194106,,,exitocontabil.df@gmail.com,2022-02-09,54,1,10000.0,2321,1,1,1,2
48584133000189,48584133,,D ALBUQUERQUE LIMA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,"SHN QUADRA 1 BLOCO C EDIFICIO BIARRITZ, SALA 302",S/N,,ASA NORTE,70701000,61,99522502,,,george76lima@gmail.com,2022-11-10,45,5,1000.0,2321,0,1,,142
55974535000155,55974535,,CHARLES ARAUJO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHIS QI 1 CJ 2 LT 5,S/N,,LAGO SUL,71605020,11,39263222,,,legal@contadordosadvogados.com.br,2024-07-17,25,5,3000.0,2321,1,1,,6
51209177000133,51209177,,DIEGO LIMA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QUADRA 109 CONJUNTO 8 LOTE,01,,RECANTO DAS EMAS,72602109,61,83542441,,,diego.l.silva.adv@gmail.com,2023-06-27,38,5,100.0,2321,0,1,,1
57470446000105,57470446,,YARA FIRMINO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SETOR B SUL QSB 5 LT 12,S/N,,TAGUATINGA,72015550,61,85468272,,,yara601@gmail.com,2024-09-27,23,1,1000.0,2321,1,1,,3
46334158000107,46334158,,VALVERDE NETO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHIS QI 5 BLOCO D,SN,      PARTE 92,SETOR DE HABITACOES INDIVIDUAIS SUL,71615485,61,32222008,,,patrovalverde@hotmail.com,2022-05-10,51,3,10000.0,2321,0,1,1,110
57645331000104,57645331,,MARCO AURELIO ALMEIDA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QD 202 N.,10,APT   1203 B,SUL (AGUAS CLARAS),71937720,61,83327008,,,marco_32@hotmail.com,2024-10-10,22,1,10000.0,2321,0,1,1,8
37671887000150,37671887,,FELICIO DE OLIVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQN 107 BLOCO F,107,APT   517,ASA NORTE,70743060,61,81658560,,,rafelicio@gmail.com,2020-07-09,73,1,1000.0,2321,1,1,1,2
28075286000193,28075286,,RODOLFO MATOS - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QUADRA 2 CONJUNTO 5,S/N,LOTE  02,SAO BARTOLOMEU (SAO SEBASTIAO),71697049,61,82197577,,,rodolfomatosilva@gmail.com,2017-06-14,110,5,5000.0,2321,0,1,1,2
06888716000234,06888716,,EDILENE LOBO SOCIEDADE DE ADVOGADAS E ADVOGADOS,6911701,2,TRECHO,SCES TRECHO 2,CONJ32,CONJ  32 PARTE R06C,ASA SUL,70200002,31,32753164,,,contato@edilenelob.adv.br,2024-10-01,22,5,10000.0,2232,1,1,1,1
27219638000255,27219638,,F VILAROUCA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,2,QUADRA,QNM 3 CONJUNTO O LOTE 37,03,SALA  207,CEILANDIA SUL (CEILANDIA),72215045,61,35426317,61,93269032,atendimento@fvadvocacia.com.br,2018-04-10,100,5,150000.0,2321,0,1,1,6
12154189000156,12154189,F&N ADVOGADOS ASSOCIADOS,FABIANO DE ALMEIDA NUNES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SIA TRECHO 05 LOTES 05/35 LOJA 202,S/N,EDIF  VIA IMPORT CENTER,SIA,71205050,61,32266639,,,,2010-06-08,194,5,10000.0,2321,0,1,2,103
51013932000100,51013932,,DOMINGOS GOMES DE AGUIAR NETO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,CONJUNTO,SMDB CONJUNTO 26,S/N,LOTE  12                  CASA  B,SETOR DE MANSOES DOM BOSCO (LAGO SUL),71680260,85,97072255,,,domingosaguiarnetoadv@gmail.com,2023-06-12,38,5,20000.0,2321,0,1,1,7
27747623000189,27747623,,PACHECO VASCONCELOS ADVOGADOS,6911701,1,QUADRA,SHIS QL 6 CONJUNTO 10,S/N,LOTE  10/12,SETOR DE HABITACOES INDIVIDUAIS SUL,71620105,85,32525107,,,cassio_felipe@hotmail.com,2017-05-05,111,5,93700.0,2232,0,1,1,3
36931825000177,36931825,,MAURO CEZAR LIMA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHIN QL 9 CONJUNTO 4 CASA,17,      LAGO NORTE,SETOR DE HABITACOES INDIVIDUAIS NORTE,71515245,61,81656481,,,maurocezarlima1@gmail.com,2020-04-14,76,5,2000.0,2321,1,1,1,1
38322659000137,38322659,,FERNANDO MARTORELLI SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHCGN 711 BLOCO Q CASA 21,21,,ASA NORTE,70750777,61,84215549,61,98421554,femartorelli@gmail.com,2020-09-02,71,1,3000.0,2321,1,1,,1
14482713000143,14482713,,RICARDO CARVALHO FERNANDES - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SBN 2 BLOCO H ENTRADA 2 SALA 706 PARTE B12,SN,,ASA NORTE,70040904,61,33271355,,,ricardo@carvalhofernandes.adv.br,2011-10-11,178,5,100000.0,2321,1,1,,49
14973763000123,14973763,,ADVOCACIA CHAVES - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,SIG QUADRA 1,385,LOTE  385                 SALA  210                 EDIF  EDIFICIO PLATINUM OF,ZONA INDUSTRIAL,70610410,61,33457826,61,33450260,gchaves@advocaciachaves.com.br,2011-12-12,176,5,1000.0,2321,1,1,1,104
44967011000110,44967011,,GONTIJO E SOUSA SOCIEDADE DE ADVOGADOS,6911701,1,QUADRA,QN 122 CONJUNTO 13,5,SUBSL SUBSOLO 01,SAMAMBAIA SUL (SAMAMBAIA),72304113,61,82993341,,,matheus@matheusgontijoadvogados.com.br,2022-01-21,55,1,10000.0,2232,1,1,1,1
46318544000105,46318544,,BADIO GOMES DE SANTANA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,"SCS QD 04 BLOCO A, 49, ED EMBAIXADOR - SALA 210",49,,ASA SUL,70304000,61,96725159,61,30396783,gomess84@gmail.com,2022-05-09,51,5,1000.0,2321,1,1,,6
55863436000104,55863436,,LARISSA BRAIDE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,CLSW 103 BLOCO A,124,,SETOR SUDOESTE,70670521,61,96087662,,,larissabraide@gmail.com,2024-07-09,25,3,1000.0,2321,1,1,,2
04792841000130,04792841,,ALFREDO BRANDAO E ADVOGADOS ASSOCIADOS,6911701,1,,SRTV/SUL QUADRA 701 CONJUNTO D BLOCO A,100,SALA 402 E 404,ASA SUL,70340907,61,3141070,,,jcbr@brnet.com.br,2001-11-26,297,5,6000.0,2232,1,1,1,71
20303687000141,20303687,ROMEIRO E BORBA ADVOGADOS ASSOCIADOS,ROMEIRO E BORBA  ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SRTVS,S/N,QUADRA701                 BLOCO O                   EDIF  MULTIEMPRESARIAL    SALA  602,ASA SUL,70340000,61,81215348,,,,2014-03-28,149,5,20000.0,2232,1,1,1,296
57088444000148,57088444,,STELLA FELIX - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,RUA 212 QS 1 LT 17,S/N,SALA  1.504,TAGUATINGA,71950550,61,98319739,,,stellafelix.adv@gmail.com,2024-08-30,24,5,1412.0,2321,1,1,1,331
56955806000198,56955806,,BRUNO DUBEUX SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SCS QUADRA 02 BLOCO B SALA 908 PARTE A,20,,ASA SUL,70318900,61,93602088,,,dubeux@dxadvogados.com.br,2024-08-21,24,5,30000.0,2321,0,1,,43
42311204000193,42311204,,RAFAEL DA SILVA AIRES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SETOR G NORTE QNG 27 LT 24,S/N,LOJA  04,TAGUATINGA,72130270,61,82380023,,,dr.raires@gmail.com,2021-06-14,62,1,50000.0,2321,1,1,1,4
48311051000160,48311051,,AFONSO LOPES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QUADRA QS 1 RUA 210 TORRE 2 LOTES,34/36,SALA  501,AREAL (AGUAS CLARAS),71950770,61,96968880,,,afonsolopes.adv@gmail.com,2022-10-17,46,1,1000.0,2321,1,1,1,214
55859801000107,55859801,,MARIA CECILIA CARVALHO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SAUS QUADRA 4,S/N,EDIF  VICTORIA OFFICETOWERBLOCO A                   SALA  430/431,ASA SUL,70070040,61,99151620,,,mariaceciliacarvalho.adv@gmail.com,2024-07-09,25,1,10000.0,2321,1,1,1,50
45227210000155,45227210,,RODRIGUES & BARROS SOCIEDADE DE ADVOGADOS,6911701,1,SETOR,"VC 311 SHSN TRECHO 02 QUADRA 204 ,CONJUNTO A, LOTE 04, SALA",101,,CEILANDIA SUL (CEILANDIA),72236800,61,84344658,61,82167426,albarros3.adv@gmail.com,2022-02-09,54,5,20000.0,2232,1,1,,4
29942538000105,29942538,,MAYARA PEREIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,CND 6 LOTE 07,01,,TAGUATINGA NORTE (TAGUATINGA),72120065,61,84071218,,,mayara.crislop@gmail.com,2018-02-27,102,5,30000.0,2321,1,1,,6
15581749000147,15581749,,GUSTAVO FONTANA ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SHIS QI 9 BLOCO H,S/N,SALA  207,SETOR DE HABITACOES INDIVIDUAIS SUL,71625179,61,33669400,,,tiagofontana@alencarefontana.adv.br,2012-05-14,171,5,3000.0,2232,1,1,1,14
04837490000136,04837490,,LOPES ARAUJO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHCN CL QUADRA 309 BLOCO E,14,SALA  102,ASA NORTE,70755550,61,30382999,,,,2001-12-21,296,5,10000.0,2321,0,1,1,7
55499589000106,55499589,,LUIZ FRANCISCO NASCIMENTO DE OLIVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SETOR COMERCIAL SUL Q 1 BL E,S/N,SALA  214,BRASILIA,70303900,61,86021546,,,advogando323@outlook.com,2024-06-12,26,5,1000.0,2321,1,1,1,37
48166832000109,48166832,,MARTINS CRUZ E FONSECA SOCIEDADE DE ADVOGADOS,6911701,1,QUADRA,"SHS QUADRA 6 CONJUNTO A BLOCO C, SALA 602, BRASIL 21",S/N,,ASA SUL,70316109,61,81080877,61,98723001,mf@martinsfonseca.com,2022-10-03,46,1,2000.0,2232,1,1,,72
01264142000714,01264142,COORDENACAO GERAL DE RECURSOS HUMANOS SAG-MINC,MINISTERIO DA CULTURA,6911701,2,, ESPLAN DOS MINISTERIOS,S/N,BLOCO B SLJ,PLANO PILOTO,70068900,,,,,,1993-08-26,396,5,0.0,1015,0,5,1,8
01264142000471,01264142,DIVISAO DE EXECUCAO ORCAMENTARIA DO FNC,MINISTERIO DA CULTURA,6911701,2,, ESPLAN DOS MINISTERIOS,S/N,BL B,PLANO PILOTO,70310500,,,,,,1992-10-30,406,5,0.0,1015,0,5,3,1229
01264142002172,01264142,SECRETARIA PARA DESENVOLVIMENTO AUDIOVISUAL,MINISTERIO DA CULTURA,6911701,2,, ESPLAN DOS MINISTERIOS,S/N,BL B,PLANO PILOTO,70310500,,,,,,1993-03-03,401,5,0.0,1015,0,5,3,1229
01264142000390,01264142,SAG ORCAMENTO E FINANCAS,MINISTERIO DA CULTURA,6911701,2,, ESPLAN DOS MINISTERIOS,S/N,BL B,PLANO PILOTO,70310500,,,,,,1992-10-30,406,5,0.0,1015,0,5,3,1229
01264142002253,01264142,SECRETARIA DE APOIO A CULTURA,MINISTERIO DA CULTURA,6911701,2,ESPLANADA,DOS MINISTERIOS BL B,S/N,2 ANDAR SALA 203,PLANO PILOTO,70068900,,,,,,1996-02-28,366,5,0.0,1015,0,5,1,8
30019815000183,30019815,,SERGIO VICTOR SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SEPS 712/912,SN,CONJ  B                   BLOCO 01 PARTE B,ASA SUL,70390125,61,35415886,,,sergiofvictor@gmail.com,2018-02-26,102,5,10000.0,2321,0,1,1,49
36392608000156,36392608,,VAZ DE MELO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SEPS 713/913,LOTE B,BLOCO B AP 413,ASA SUL,70390135,61,92340789,,,caroline@vazdemeloadvocacia.com.br,2020-02-14,78,1,5000.0,2321,1,1,1,1
50563707000184,50563707,,CARVALHO MATOS ADVOCACIA,6911701,1,SETOR,SRIA I QI 16 BL T,S/N,APT   312,GUARA,71015202,61,30212925,,,societario@kreditcontabil.com.br,2023-05-05,39,5,1000.0,2232,1,1,1,4
28570294000106,28570294,,MARTHA BECK - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,CONDOMINIO,VILLAGE ALVORADA II,S/N,CASA  26,SETOR HABITACIONAL JARDIM BOTANICO,71680359,61,81315975,,,marthaalmeidabeck@gmail.com,2017-07-31,109,5,1500.0,2321,1,1,1,5
